split,model,rmse_x_urad,rmse_y_urad,rmse_norm_urad,mae_x_urad,mae_y_urad,mae_norm_urad,p95_error_norm_urad,max_error_norm_urad
train,no_correction,634.7889787940879,574.3383532821115,856.0499936623145,617.2253504298673,574.146187891607,850.9758041014402,946.868362904044,955.9630225932734
train,static_bias_correction,148.28996724380465,14.855940910728833,149.03225612434284,123.6036878056334,11.070500028086764,124.50754983601142,304.3491820506868,371.2032379785632
train,deltaT_px_correction,5.16020366388749,14.855940910728833,15.726623356457182,4.328193848963252,11.070500028086764,13.11670764705356,29.326933696879497,30.12395367965414
test,no_correction,663.4724541546526,569.77555705858,874.5512465507169,646.1766462195483,569.6242050162888,868.9565683148535,986.875494649449,1000.3499864662873
test,static_bias_correction,153.2632272606706,13.888801607798317,153.89124614628585,134.5047388172192,10.354727656771217,135.26426480769354,275.09482304685713,340.3039739777038
test,deltaT_px_correction,5.650149932636698,13.888801607798317,14.99409898466912,5.064058332439584,10.354727656771217,12.47469253376677,28.776731166682303,29.720052320644925
all,no_correction,653.9880247510254,571.310657366591,868.3871278055624,636.4620918183597,571.1415481073424,862.9231557382598,980.7530323388576,1000.3499864662873
all,static_bias_correction,151.61264596066334,14.220657735418808,152.27810585117405,130.84691106914553,10.594903768076435,131.65486875407262,293.83158502915416,371.2032379785632
all,deltaT_px_correction,5.490625275101763,14.220657735418808,15.243820792029574,4.817140349611977,10.594903768076435,12.690119531912837,28.900345527834194,30.12395367965414
