sun_face,dominant_axis,i_prop,i_pcdu,b_emp_urad,b_nd_emp_urad,a_emp_urad_per_c,train_samples,resid_std_urad,power_mode,case_id,b_pred_insample_urad,b_resid_insample_urad,b_nd_pred_insample_urad,b_nd_resid_insample_urad,b_pred_loo_urad,b_resid_loo_urad,b_nd_pred_loo_urad,b_nd_resid_loo_urad,a_shared_urad_per_c,a_shared_loo_urad_per_c
MY,y,1,1,-34.0591739542483,19.173891963908495,28.63827593995231,101,6.547305464749106,,04_LTAN06_800km_1213COLD_MY_ALL_HEAT_MY_0p5,-30.25413095969765,-3.80504299455065,16.644860912294106,2.529031051614389,-29.619957127272507,-4.439216826975795,16.32873203084229,2.8451599330662063,28.61066999217257,28.607642604493606
PX,x,1,1,-10.51097558075904,-703.1648385059437,-28.142683140205545,101,5.308738851380261,,05_LTAN06_800km_1213COLD_PX_ALL_HEAT_PX_0p5,-12.044924691555424,1.5339491107963852,-704.0822868749386,0.9174483689948829,-12.556241061820902,2.045265481061863,-704.9997352439332,1.8348967379894248,-28.13003215289743,-28.122776941968976
PX,x,0,0,-13.514984170150916,-594.4962539989737,-28.115629376067645,101,5.312329109902662,,06_LTAN06_800km_1213COLD_PX_STTLCT_HEAT_PX_0p5,-12.044924691555424,-1.4700594785954912,-595.6350731387283,1.1388191397546734,-11.554904865356947,-1.9600793047939682,-596.7738922784838,2.2776382795101426,-28.13003215289743,-28.137287363825887
PY,y,1,1,-58.81205672952264,27.106940910236286,-28.71461233146085,101,3.070109778396729,,08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,-57.052277648706905,-1.7597790808157328,25.124332819682735,1.9826080905535512,-55.82576495601718,-2.9862917735054566,24.463463456164916,2.6434774540713697,-28.70588243536526,-28.702437796229127
MX,x,1,1,15.273781041029288,-704.307485726948,30.641405666408193,101,2.887185390109456,,09_LTAN06_800km_1213COLD_MX_ALL_HEAT_MX_0p5,15.700907245486011,-0.427126204456723,-702.3346088902588,-1.9728768366892382,15.843282646971593,-0.569501605942305,-700.3617320535693,-3.9457536733787038,30.618427685661167,30.615636643158496
MY,y,1,1,-26.748596183985065,16.559999413400384,28.270730199549252,101,0.061152534169295836,,10_LTAN06_800km_HOT_MY_ALL_HEAT_MY_0p5,-30.25413095969765,3.5055347757125865,16.644860912294106,-0.08486149889372285,-30.838386755649726,4.089790571664661,16.65546859965582,-0.09546918625543555,28.61066999217257,28.62447296606244
MY,y,1,1,-33.37942014308101,17.64094132412171,28.73120946906477,101,13.02269425927636,,11_LTAN06_800km_1213COLD_MY_ALL_HEAT_MY_Black,-30.25413095969765,-3.1252891833833623,16.644860912294106,0.9960804118276023,-29.733249429133743,-3.6461707139472708,16.520350860815697,1.1205904633060122,28.61066999217257,28.607642604493606
MY,y,1,1,-32.671467089335785,15.651673046336485,28.7274555235675,101,2.208161251631957,,12_LTAN06_800km_1213COLD_MY_ALL_HEAT_MY_alodine,-30.25413095969765,-2.4173361296381337,16.644860912294106,-0.993187865957621,-29.85124160475794,-2.8202254845778434,16.769009395538802,-1.1173363492023167,28.61066999217257,28.607642604493606
MY,y,1,0,-22.775705068101736,20.535563037856754,28.60461521681464,101,6.548797006788361,,13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,-20.06079591469216,-2.7149091534095753,16.644860912294106,3.8907021255626475,-18.168586504739917,-4.607118563361819,16.158523146598895,4.3770398912578585,28.61066999217257,28.62447296606244
MY,y,0,1,-8.42703014937433,14.543814201974794,28.603805178364162,101,6.601159149076977,,14_LTAN06_800km_1213COLD_MY_STTLCT_PCDU_HEAT_MY_0p5,-7.391487869907339,-1.0355422794669913,16.644860912294106,-2.101046710319313,-6.669746281187754,-1.7572838681865761,16.907491751084137,-2.363677549109344,28.61066999217257,28.62447296606244
