feature,coef_dominant_axis_urad
intercept,-34.53318909237056
t_sunface_minus_opposite_c,-24.03842927890434
t_prop_attach_minus_py_center_c,-28.38223803998981
t_pcdu_attach_minus_my_center_c,89.9913547617803
