feature,coef_dominant_axis_urad
intercept,-112.59140929152979
t_sunface_minus_opposite_c,-26.797417643279783
t_prop_attach_minus_py_center_c,7.818310049360215
t_pcdu_attach_minus_my_center_c,-6.874671372497279
