feature,coef_dominant_axis_urad
intercept,6.593990729398186
t_sunface_minus_opposite_c,-27.48027452433716
t_prop_attach_minus_ref_c,-2.758685043607058
t_pcdu_attach_minus_ref_c,-2.757046859144854
