case_name,time_s,thermal_los_x_urad,thermal_los_y_urad,thermal_los_norm_urad,nonthermal_error_x_urad,nonthermal_error_y_urad,nonthermal_error_norm_urad,thermal_plus_nonthermal_error_x_urad,thermal_plus_nonthermal_error_y_urad,thermal_plus_nonthermal_error_norm_urad,thermal_plus_nonthermal_no_correction_success,thermal_plus_nonthermal_no_correction_acquisition_time_s,thermal_plus_nonthermal_no_correction_residual_x_urad,thermal_plus_nonthermal_no_correction_residual_y_urad,thermal_plus_nonthermal_no_correction_residual_norm_urad,thermal_plus_nonthermal_no_correction_pointing_error_x_urad,thermal_plus_nonthermal_no_correction_pointing_error_y_urad,thermal_plus_nonthermal_no_correction_pointing_error_norm_urad,thermal_plus_nonthermal_no_correction_thermal_residual_norm_urad,thermal_plus_nonthermal_no_correction_scan_index,sunface_correction_success,sunface_correction_acquisition_time_s,sunface_correction_residual_x_urad,sunface_correction_residual_y_urad,sunface_correction_residual_norm_urad,sunface_correction_pointing_error_x_urad,sunface_correction_pointing_error_y_urad,sunface_correction_pointing_error_norm_urad,sunface_correction_thermal_residual_norm_urad,sunface_correction_scan_index,sunface_correction_with_nonthermal_success,sunface_correction_with_nonthermal_acquisition_time_s,sunface_correction_with_nonthermal_residual_x_urad,sunface_correction_with_nonthermal_residual_y_urad,sunface_correction_with_nonthermal_residual_norm_urad,sunface_correction_with_nonthermal_pointing_error_x_urad,sunface_correction_with_nonthermal_pointing_error_y_urad,sunface_correction_with_nonthermal_pointing_error_norm_urad,sunface_correction_with_nonthermal_thermal_residual_norm_urad,sunface_correction_with_nonthermal_scan_index
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,0.0,28.45410561201044,-1257.3225558871973,1257.6444830193045,-34.26321662509365,132.13318073052704,136.50328004654034,-5.809111013083207,-1125.1893751566702,1125.204370652825,1.0,308.3,-5.809111013083207,-5.189375156670167,7.78944062683516,-5.809111013083207,-1125.1893751566702,1125.204370652825,1257.6444830193045,3082.0,1.0,0.1,1.3471647017741581,1.6280912742124656,2.113180998133626,1.3471647017741581,1.6280912742124656,2.113180998133626,2.113180998133626,0.0,1.0,3.0,7.083948076680514,13.761272004739567,15.477562067119436,-32.916051923319486,133.76127200473957,137.7517490362449,2.113180998133626,29.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,60.5,28.011929996925566,-1265.8441622631333,1266.1540630420163,-39.72774910997977,38.538266970384626,55.34882176185991,-11.715819113054202,-1227.3058952927486,1227.3618134184496,1.0,378.5,-11.715819113054202,12.694104707251427,17.274278908494818,-11.715819113054202,-1227.3058952927486,1227.3618134184496,1266.1540630420163,3784.0,1.0,0.1,0.9049890866892838,1.5918994493072205,1.8311605892797431,0.9049890866892838,1.5918994493072205,1.8311605892797431,1.8311605892797431,0.0,1.0,0.2,1.1772399767095152,0.13016641969193188,1.1844143107791445,-38.822760023290485,40.13016641969193,55.835803501858656,1.8311605892797431,1.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,121.0,27.566641597443,-1274.335348668293,1274.6334769628882,-58.76343600384375,73.48923808047762,94.0946838276582,-31.196794406400752,-1200.8461105878152,1201.2512731710708,1.0,354.1,8.803205593599248,-0.8461105878152466,8.8437736204626,-31.196794406400752,-1200.8461105878152,1201.2512731710708,1274.6334769628882,3540.0,1.0,0.1,0.4597006872067162,1.531633942453709,1.5991332825923608,0.4597006872067162,1.531633942453709,1.5991332825923608,1.5991332825923608,0.0,1.0,1.0,21.69626468336297,-4.979127977068629,22.260269913515668,-58.30373531663703,75.02087202293137,95.01292959883678,1.5991332825923608,9.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,181.5,27.116588068888102,-1282.7747447441889,1283.0613216452348,-74.40746524690519,13.707403407346444,75.6595254587361,-47.290877178017084,-1269.0673413368424,1269.9481658367117,1.0,403.3,-7.290877178017084,10.932658663157554,13.140773016456995,-47.290877178017084,-1269.0673413368424,1269.9481658367117,1283.0613216452348,4032.0,1.0,0.1,0.009647158651819865,1.4545097288246325,1.45454172127016,0.009647158651819865,1.4545097288246325,1.45454172127016,1.45454172127016,0.0,1.0,2.3000000000000003,5.602181911746641,15.161913136171052,16.16378829733604,-74.39781808825336,15.161913136171052,75.92706333213233,1.45454172127016,22.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,242.0,26.67244701299104,-1291.1452056172257,1291.420675619687,-183.0470639876735,23.2838035051238,184.52198551980916,-156.37461697468248,-1267.8614021121018,1277.468416752306,1.0,402.70000000000005,3.625383025317518,12.138597887898186,12.668423767949456,-156.37461697468248,-1267.8614021121018,1277.468416752306,1291.420675619687,4026.0,1.0,0.1,-0.43449389724524323,1.3578998146469985,1.4257197667710555,-0.43449389724524323,1.3578998146469985,1.4257197667710555,1.4257197667710555,0.0,1.0,11.5,16.51844211508123,-15.35829668022916,22.55518137429241,-183.48155788491877,24.64170331977084,185.1288622186622,1.4257197667710555,114.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,302.5,26.237997934790936,-1299.438909641061,1299.7037787222039,-98.74777224435024,-48.12827630503478,109.85196176362004,-72.5097743095593,-1347.5671859460958,1349.516575670378,1.0,455.5,7.490225690440695,12.432814053904167,14.514763042939927,-72.5097743095593,-1347.5671859460958,1349.516575670378,1299.7037787222039,4554.0,1.0,0.1,-0.8689429754453464,1.230484400792193,1.506371054942551,-0.8689429754453464,1.230484400792193,1.506371054942551,1.506371054942551,0.0,1.0,2.1,-19.616715219795594,-6.897791904242695,20.794110925182547,-99.6167152197956,-46.897791904242695,110.10400917621259,1.506371054942551,20.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,363.0,25.81260864681525,-1307.6531692661626,1307.907910312111,-39.432186189032805,-39.54887055278553,55.84810175509581,-13.619577542217556,-1347.2020398189482,1347.2708818143303,1.0,455.90000000000003,-13.619577542217556,12.797960181051849,18.68905233617439,-13.619577542217556,-1347.2020398189482,1347.2708818143303,1307.907910312111,4558.0,1.0,0.1,-1.2943322634210332,1.0692837690919532,1.678887663596379,-1.2943322634210332,1.0692837690919532,1.678887663596379,1.678887663596379,0.0,1.0,0.30000000000000004,-0.7265184524538384,1.5204132163064514,1.6850772712475972,-40.72651845245384,-38.47958678369355,56.029705552517996,1.678887663596379,2.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,423.5,25.400374455989866,-1315.7945037415177,1316.039647996553,58.40758664834779,-48.361100300747665,75.830351445732,83.80796110433765,-1364.1556040422654,1366.7275830919577,1.0,456.3,3.8079611043376502,-4.155604042265395,5.636453914318905,83.80796110433765,-1364.1556040422654,1366.7275830919577,1316.039647996553,4562.0,1.0,0.1,-1.706566454246417,0.9087269206588644,1.933430546745688,-1.706566454246417,0.9087269206588644,1.933430546745688,1.933430546745688,0.0,1.0,0.7000000000000001,16.701020194101368,-7.452373380088829,18.288300755402027,56.70102019410137,-47.45237338008883,73.93736153295744,1.933430546745688,6.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,484.0,25.00071325426445,-1323.862818483047,1324.0988625571351,-60.45999649845865,-55.591462527783676,82.13295247689327,-35.4592832441942,-1379.4542810108308,1379.9099514704935,1.0,455.70000000000005,4.5407167558058035,-19.454281010830755,19.977165922743538,-35.4592832441942,-1379.4542810108308,1379.9099514704935,1324.0988625571351,4556.0,1.0,0.1,-2.106227655971832,0.7409822294798687,2.2327672523542517,-2.106227655971832,0.7409822294798687,2.2327672523542517,2.2327672523542517,0.0,1.0,2.1,17.43377584556952,-14.850480298303864,22.901382170599977,-62.56622415443048,-54.850480298303864,83.20521374227135,2.2327672523542517,20.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,544.5,24.61280825120573,-1331.8542699737743,1332.08167421423,4.745670144396934,-86.15981448074199,86.29041091845198,29.358478395602667,-1418.0140844545163,1418.3179699789061,1.0,483.5,-10.641521604397333,-18.01408445451625,20.922457331568374,29.358478395602667,-1418.0140844545163,1418.3179699789061,1332.08167421423,4834.0,1.0,0.1,-2.4941326590305515,0.5519544807800685,2.5544767506665633,-2.4941326590305515,0.5519544807800685,2.5544767506665633,2.5544767506665633,0.0,1.0,1.5,2.2515374853663843,-5.607859999961875,6.042972350357262,2.2515374853663843,-85.60785999996187,85.63746326708353,2.5544767506665633,14.0
