feature,coef_dominant_axis_urad
intercept,3.0395900223358456
t_sunface_minus_opposite_c,26.05678836364862
t_prop_attach_minus_py_center_c,-37.04911721492816
t_pcdu_attach_minus_my_center_c,-64.65760506255528
