feature,coef_x_urad,coef_y_urad
intercept,362.49166899082235,-620.217856100713
t_stt_minus_ref_c,193.51274622270262,-19.713067831319865
t_lct_minus_ref_c,-60.27242038825978,0.24134435566226398
t_mid_minus_ref_c,-60.27242080672768,0.24134438914631307
t_stt_minus_t_lct_c,253.78516511054445,-19.954412169956804
