feature,coef_dominant_axis_urad
intercept,-391.2042313509227
t_sunface_minus_opposite_c,170.1683055712025
t_prop_attach_minus_ref_c,146.01623909190204
t_pcdu_attach_minus_ref_c,-142.74799122614854
