case_index,rel_dx_um,rel_dy_um,rel_dz_um,rel_axial_um,rel_transverse_um,stt_rx_urad,stt_ry_urad,stt_rz_urad,lct_rx_urad,lct_ry_urad,lct_rz_urad,rel_rx_urad,rel_ry_urad,rel_rz_urad,centerline_angle_x_urad,centerline_angle_y_urad,centerline_angle_z_urad,centerline_angle_magnitude_urad,stt_rotation_angle_x_urad,stt_rotation_angle_y_urad,stt_rotation_angle_z_urad,stt_rotation_angle_magnitude_urad,lct_rotation_angle_x_urad,lct_rotation_angle_y_urad,lct_rotation_angle_z_urad,lct_rotation_angle_magnitude_urad,relative_rotation_angle_x_urad,relative_rotation_angle_y_urad,relative_rotation_angle_z_urad,relative_rotation_angle_magnitude_urad,far_field_los_angle_x_urad,far_field_los_angle_y_urad,far_field_los_angle_z_urad,far_field_los_angle_magnitude_urad,global_los_angle_x_urad,global_los_angle_y_urad,global_los_angle_z_urad,global_los_angle_magnitude_urad,stt_relative_los_angle_x_urad,stt_relative_los_angle_y_urad,stt_relative_los_angle_z_urad,stt_relative_los_angle_magnitude_urad
21.0,40.192172718889196,-170.1603687251918,754.3685036353054,-754.3685036353054,174.8426773775735,-12.06979140988551,-18.560673197498545,-17.591428331797943,-448.18304013460875,-58.45429768669419,-15.654901289963163,-436.11324872472323,-39.893624489195645,1.936527041834779,44.69543198368981,-189.22567933487375,0.01890201994925178,194.43260878760307,18.560567032590132,-12.06995466265234,0.0002450891711802683,22.13997412215639,58.450787563516066,-448.1834824049173,0.10214246937145788,451.97890267953227,39.894045486538886,-436.11319615682146,0.09589313199054317,437.9340757778507,39.894045486538886,-436.11319615682146,0.09589313199054317,437.9340757778507,103.14621053013266,-637.4091060172925,0.2084647763300751,645.700789205411,84.58947033875306,-625.3388227713205,0.19910203064021914,631.0340892196014
22.0,39.34179903808399,-178.50229414761998,754.2061192395977,-754.2061192395977,182.78634021041188,-13.345215847948566,-19.986659026471898,-18.395921870251186,-464.91867396980524,-55.33801231649704,-16.41050766920671,-451.5734581218567,-35.351353290025145,1.9854142010444775,43.749771745448584,-198.5022245026858,0.02065858806243881,203.26626788597645,19.98653627464233,-13.345399682426688,0.0002887806660467618,24.032505590164916,55.33419551655957,-464.9191110254346,0.10960583241015343,468.2004410401011,35.351800361342804,-451.57340758659444,0.10258415128472365,452.95506645599716,35.351800361342804,-451.57340758659444,0.10258415128472365,452.95506645599716,99.08395787793157,-663.4212726965968,0.22497273322041877,670.7797073370125,79.10156489391858,-650.075572812167,0.21442767694779263,654.8704512617238
23.0,38.532051803485956,-185.70036627352238,761.5423380968878,-761.5423380968878,189.65585952009732,-14.113074030319694,-20.996159946662374,-19.001157852471806,-480.28427409008145,-53.444884542841464,-16.98331834631972,-466.17120005976176,-32.44872459617909,2.017839506152086,42.84964751917334,-206.50847454435166,0.022240921437877148,210.9071889508571,20.99602586077391,-14.11327350365711,0.00032000879723881326,25.298568950344137,53.44080404983028,-480.2847092093173,0.11676466749044323,483.2487159194227,32.44919374451719,-466.1711503551021,0.10918425175088231,467.2991457279463,32.44919374451719,-466.1711503551021,0.10918425175088231,467.2991457279463,96.29044179814483,-686.7931140628625,0.24047834423779335,693.5103681314692,75.29883391010223,-672.6795592064241,0.22908387808939779,676.8808637879861
24.0,37.699129734392045,-186.89335774979554,782.544927261597,-782.544927261597,190.6576816016695,-13.743408089794684,-21.103558538015932,-18.970224118675105,-484.22362306155264,-53.159765229793265,-16.973757738014683,-470.48021497175796,-32.056206691777334,1.9964663806604221,41.924373992448935,-207.8399974272865,0.022477559036282457,212.0262192872221,21.10342817676123,-13.743608257123448,0.0003171206630625534,25.1841507448036,53.15565357763233,-484.22405504785917,0.11864923654680837,487.13289664552264,32.05667515260735,-470.48016553437185,0.1111896144045943,471.57100905705573,32.05667515260735,-470.48016553437185,0.1111896144045943,471.57100905705573,95.08001778923396,-692.0639812827721,0.2439964117417759,698.564788671575,73.98104181142287,-678.3200957207707,0.23279570038337027,682.3425435997225
25.0,35.88112713259761,-183.18011643714271,783.2311520701296,-783.2311520701296,186.66121809907597,-12.930416232848074,-20.408095224411227,-18.497881683288142,-476.91274085082114,-48.93713048659265,-16.49797377467621,-463.98232461797306,-28.529035262181424,1.999907908611931,39.9026437257217,-203.71073898587312,0.021545143336076933,207.58199862818645,20.407975628610963,-12.930604984112376,0.00029184299421558535,24.159594667815327,48.93319456287769,-476.91312624194137,0.11492030038695589,479.41692451559356,28.529498195624598,-463.98227937934854,0.108046749769386,464.8585675722778,28.529498195624598,-463.98227937934854,0.108046749769386,464.8585675722778,88.83582948453459,-680.6237977746702,0.23557030714993488,686.3967939154585,68.43213537536273,-667.6929544960018,0.22524844467408656,671.1906127439745
26.0,34.70571846264647,-181.78674508817494,778.0637327243767,-778.0637327243767,185.070007250666,-12.85909274884034,-20.043387849000283,-18.33050191635266,-473.66772196255624,-45.877932279836386,-16.331789083778858,-460.8086292137159,-25.834544430836104,1.9987128325738013,38.595274790197834,-202.1600384802622,0.021179138331994807,205.81126401261903,20.043269989175965,-12.85927644957721,0.00028354685266407387,23.813728449481673,45.874062625574965,-473.6680786975852,0.11323294557552543,475.8843119906737,25.835004025692918,-460.80858703586273,0.10650600634765084,461.532232156104,25.835004025692918,-460.80858703586273,0.10650600634765084,461.532232156104,84.46932917770913,-675.8280512661779,0.23193933817999834,681.086354620302,64.43027274951069,-662.9685630948577,0.22183931247532485,666.0920174410115
27.0,35.953844871983165,-184.6885061240755,774.3346751567515,-774.3346751567515,188.15558257841118,-13.579263395513408,-20.38357160927262,-18.67680657596793,-479.1698302142322,-47.897614422254264,-16.66045682213735,-465.5905668187188,-27.514042812981643,2.016349753830582,39.98311599783698,-205.38615522537359,0.02189106129701912,209.2417795832318,20.3834447974029,-13.57945374339157,0.0002999431814032505,24.492578177433312,47.89362097475667,-479.17021067037905,0.11594895155120355,481.5577740250583,27.514511212137872,-465.5905221993272,0.10876579725760394,466.4028116221911,27.514511212137872,-465.5905221993272,0.10876579725760394,466.4028116221911,87.87672815593372,-684.5562972143143,0.238169850064196,690.173632796244,67.49762068120262,-670.9766125238432,0.2273827975907139,674.3630649372748
28.0,38.525177387782605,-185.90014951769263,769.6716594125519,-769.6716594125519,189.85008528694578,-13.999662769492716,-20.266976207494736,-18.893610103987157,-481.49374197237194,-53.474268497666344,-16.85523056949023,-467.4940792028792,-33.20729229017161,2.0383795344969258,42.84239011407564,-206.7325128119387,0.0222869014354643,211.12508672402018,20.266843952161437,-13.999854225407317,0.00030337043988026835,24.632110792904406,53.47020855949722,-481.4941737760405,0.11734785809736081,484.45402525282833,33.20776753963882,-467.4940282435768,0.10982671716508463,468.6719772595465,33.20776753963882,-467.4940282435768,0.10982671716508463,468.6719772595465,96.31258886593776,-688.2266165049755,0.24146602439767406,694.933083425984,76.05015019555893,-674.2264749348582,0.23018250883133362,678.5020006218493
29.0,40.05310779575666,-179.7347067622468,763.2402679007555,-763.2402679007555,184.14346651187313,-13.252261851448566,-19.109114873572253,-18.355383872403763,-468.6582542490214,-57.779929193202406,-16.346049960702658,-455.40599239757285,-38.67081431963015,2.0093339117011055,44.54122512507075,-199.8747282610102,0.020966914093811795,204.7775078788071,19.108993245604555,-13.252437227073147,0.0002703903767553584,23.254692329034903,57.77609668779733,-468.6587090481158,0.1114895376019831,472.20658923306456,38.671270504623536,-455.4059376910145,0.10444502307471737,457.04489412602993,38.671270504623536,-455.4059376910145,0.10444502307471737,457.04489412602993,102.31731196519021,-668.5333729651634,0.22870287785803356,676.3177530539623,83.21248791201882,-655.2806051769754,0.21815851869444458,660.5429506592368
30.0,40.48720506943937,-170.43742627720349,756.5362025729883,-756.5362025729883,175.18027871404936,-11.986768186034169,-18.053899111691862,-17.530966943013482,-449.26314149051905,-59.60297494311817,-15.57986433908809,-437.2763733044849,-41.54907583142631,1.951102603925392,45.023629229634366,-189.53423617157105,0.018975177096258733,194.80850564117694,18.05379403953135,-11.986926435642605,0.00023481294686433785,21.67085334257341,59.59947317105987,-449.26359039645064,0.1026949406623956,453.19959273831836,41.54950108086968,-437.27631870982475,0.09646847465294428,439.2458764114757,41.54950108086968,-437.27631870982475,0.09646847465294428,439.2458764114757,104.62309321120706,-638.7977704597215,0.2095043134531238,647.308723235978,86.57312297347165,-626.8105017594938,0.20019317525932223,632.7608637845487
31.0,40.21568884127191,-170.28253205353394,752.9915853581315,-752.9915853581315,174.9669750311207,-12.093062650819775,-18.593244021758437,-17.606142137083225,-448.28790123574436,-58.49177614436485,-15.669624190195464,-436.1948385849246,-39.89853212260641,1.9365179468877614,44.72151444899986,-189.36124027867203,0.01892884682330731,194.57053521663823,18.59313756317507,-12.093226326864826,0.00024597546222082656,22.17996590249697,58.48826189810394,-448.2883442190376,0.10219166335367902,452.0877308028913,39.89895319633364,-436.1947860046418,0.09592891347942611,438.0157734646076,39.89895319633364,-436.1947860046418,0.09592891347942611,438.0157734646076,103.20976731582408,-637.6495287007496,0.20862461058701598,645.9482777449557,84.6204605048284,-625.5559734971959,0.19924046901209636,631.253434298835
