feature,coef_dominant_axis_urad
intercept,-23.002509128844224
t_sunface_minus_opposite_c,26.712585149723132
t_prop_attach_minus_py_center_c,9.181212333413837
t_pcdu_attach_minus_my_center_c,2.1555448558308323
