time_s,temperature,femap_node_id,x_mm,y_mm,z_mm,mapped_entity_name,target_x_mm,target_y_mm,target_z_mm
15554.7,44.8281,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
15615.2,45.1066,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
15675.8,45.3698,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
15736.3,45.6182,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
15796.8,45.8527,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
15857.3,46.074,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
15917.9,46.283,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
15978.4,46.4803,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16038.9,46.6669,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16099.4,46.8437,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16160.0,47.0111,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16220.5,47.1697,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16281.0,47.3202,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16341.5,47.4632,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16402.1,47.5997,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16462.6,47.7302,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16523.1,47.8551,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16583.6,47.9751,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16644.2,48.0905,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16704.7,48.2022,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16765.2,48.3108,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16825.7,48.4164,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16886.3,48.5198,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
16946.8,48.6211,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17007.3,48.7206,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17067.8,48.8188,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17128.3,48.9159,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17188.9,49.0122,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17249.4,49.1084,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17309.9,49.2046,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17370.4,49.3006,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17431.0,49.3965,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17491.5,49.4925,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17552.0,49.589,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17612.5,49.6861,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17673.1,49.7836,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17733.6,49.8815,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17794.1,49.9796,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17854.6,50.078,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17915.2,50.1768,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
17975.7,50.2759,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
18036.2,50.375,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
18096.7,50.4734,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
18157.3,50.5712,28421,595.0,300.0,505.0,Rect[PANEL_PX]::7680,595.0,300.0,505.0
