case_id,model,uses_nonthermal_error,success_rate,mean_acquisition_time_s,median_acquisition_time_s,p95_acquisition_time_s,mean_initial_error_urad,p95_initial_error_urad,mean_thermal_residual_urad,p95_thermal_residual_urad,mean_nonthermal_error_urad,p95_nonthermal_error_urad,mean_uncorrected_total_error_urad,p95_uncorrected_total_error_urad
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,sunface_correction,False,1.0,0.09999999999999998,0.1,0.1,4.1708380803747405,6.83543998576169,4.1708380803747405,6.83543998576169,0.0,0.0,1246.566439846495,1386.1268022660647
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,sunface_correction_with_nonthermal,True,0.9601328903654485,21.1878892733564,16.1,53.31999999999994,281.4054265320706,499.9231834261588,4.1708380803747405,6.83543998576169,283.2604041826365,503.17483626028206,1267.9710377121894,1517.7136450819046
09_LTAN06_800km_1213COLD_MX_ALL_HEAT_MX_0p5,thermal_plus_nonthermal_no_correction,True,0.9700996677740864,196.16575342465754,193.10000000000002,308.99,1052.9339391403373,1406.0802697549973,963.4263331953845,1076.784057684265,313.67916906702067,507.75901570578645,1052.9339391403373,1406.0802697549973
09_LTAN06_800km_1213COLD_MX_ALL_HEAT_MX_0p5,sunface_correction,False,1.0,0.13388704318936875,0.1,0.4,10.68549686761218,27.982534192139905,10.68549686761218,27.982534192139905,0.0,0.0,963.4263331953845,1076.784057684265
09_LTAN06_800km_1213COLD_MX_ALL_HEAT_MX_0p5,sunface_correction_with_nonthermal,True,0.9800664451827242,22.18271186440678,20.0,50.56,312.93881643022576,512.4701687345173,10.68549686761218,27.982534192139905,313.67916906702067,507.75901570578645,1052.9339391403373,1406.0802697549973
10_LTAN06_800km_HOT_MY_ALL_HEAT_MY_0p5,thermal_plus_nonthermal_no_correction,True,0.9767441860465116,24.288095238095238,20.6,62.744999999999976,295.60733826769234,562.2220882546245,161.97748351234753,163.41700608472053,320.99092073751103,550.1777847272836,295.60733826769234,562.2220882546245
10_LTAN06_800km_HOT_MY_ALL_HEAT_MY_0p5,sunface_correction,False,1.0,0.09999999999999998,0.1,0.1,3.3224199351971997,6.461176079197364,3.3224199351971997,6.461176079197364,0.0,0.0,161.97748351234753,163.41700608472053
10_LTAN06_800km_HOT_MY_ALL_HEAT_MY_0p5,sunface_correction_with_nonthermal,True,0.9634551495016611,25.707586206896554,20.0,69.21000000000001,320.423469968863,549.4087414523141,3.3224199351971997,6.461176079197364,320.99092073751103,550.1777847272836,295.60733826769234,562.2220882546245
11_LTAN06_800km_1213COLD_MY_ALL_HEAT_MY_Black,thermal_plus_nonthermal_no_correction,True,0.9833887043189369,30.95641891891892,23.200000000000003,97.10000000000001,368.56193880028684,710.891835591465,244.73849932575348,417.54587085160534,303.27275889558746,509.4070862638905,368.56193880028684,710.891835591465
11_LTAN06_800km_1213COLD_MY_ALL_HEAT_MY_Black,sunface_correction,False,1.0,0.09999999999999998,0.1,0.1,9.135581041710555,16.40064907206433,9.135581041710555,16.40064907206433,0.0,0.0,244.73849932575348,417.54587085160534
