time_s,r_x_urad,r_y_urad,r_norm_urad,r_hat_x_urad,r_hat_y_urad,r_hat_norm_urad
3327.5,99.36271095858882,27.10759094848561,102.99402806022535,0.0,0.0,0.0
3388.0,216.74301967101636,26.75314206634033,218.38788241688772,0.0,0.0,0.0
3448.5,193.74464119026703,104.96553525680622,220.35142291733254,0.0,0.0,0.0
3509.0,174.3984892615652,101.91546537214128,201.99404728539997,0.0,0.0,0.0
3569.5,225.38752045645714,35.74200092038703,228.203911025431,0.0,0.0,0.0
3630.0,191.67115783221635,77.89173728855357,206.89358492367867,0.0,0.0,0.0
3690.5,118.67216846645888,126.46805013727581,173.42794259880992,0.0,0.0,0.0
3751.0,155.89111589919938,156.64638840855454,220.99803396804538,0.0,0.0,0.0
3811.5,234.44853815803654,156.36674911224802,281.8096472308445,0.0,0.0,0.0
3872.0,279.06340464085264,275.6654076196056,392.25986382477055,0.0,0.0,0.0
3932.5,130.5337624161604,302.4772662599297,329.44128419886755,0.0,0.0,0.0
3993.0,271.7789990512197,310.7951641987671,412.8649396771558,0.0,0.0,0.0
4053.5,140.8541391264909,233.32405311658886,272.54357866553676,0.0,0.0,0.0
4114.0,234.61220554661543,287.51025707938356,371.0862903925454,0.0,0.0,0.0
4174.5,210.28082591409324,428.10634609672695,476.9623353215679,0.0,0.0,0.0
4235.0,186.38644107172274,372.85425810045615,416.845538777884,0.0,0.0,0.0
4295.5,157.140382850165,482.6166849645226,507.55488819283545,0.0,0.0,0.0
4356.0,189.7090736408545,346.9457864756958,395.42497565898674,0.0,0.0,0.0
4416.5,238.6363378371037,410.59539506307,474.9061804012481,0.0,0.0,0.0
4477.0,241.04836983324597,338.6229944991749,415.65592622126,0.0,0.0,0.0
4537.5,296.009173799235,346.96732779794274,456.07867471802575,0.0,0.0,0.0
4598.0,400.98212449872244,430.46308952402353,588.2900097826551,0.0,0.0,0.0
4658.5,345.9547494975098,295.501472871518,454.97891068611216,0.0,0.0,0.0
4719.0,354.57799475684317,408.42339776926974,540.8652569829005,0.0,0.0,0.0
4779.5,404.86053546699776,422.7952203860127,585.3783832359043,0.0,0.0,0.0
4840.0,363.56204618728725,467.657413380575,592.3519373798799,0.0,0.0,0.0
4900.5,429.37927768060314,528.7909784105276,681.1655180276521,0.0,0.0,0.0
4961.0,384.6796005080207,417.8358970603349,567.9482651784625,0.0,0.0,0.0
5021.5,345.42212991913016,460.44287947344463,575.6075860303315,0.0,0.0,0.0
5082.0,270.9481450141081,396.9131226320493,480.57561757137694,0.0,0.0,0.0
5142.5,298.1734125994346,394.1869723354028,494.2577800501923,0.0,0.0,0.0
5203.0,357.9418846887333,406.95856241108646,541.9757045608416,0.0,0.0,0.0
5263.5,375.3367915747079,377.32250216852196,532.2123427282667,0.0,0.0,0.0
5324.0,322.3374756176389,377.8146361007639,496.634017602001,0.0,0.0,0.0
5384.5,210.02200423204047,345.0188072223119,403.91486677114284,0.0,0.0,0.0
5445.0,380.2288380500926,391.0659043013176,545.4415741323087,0.0,0.0,0.0
5505.5,363.8495636682197,389.5909679982859,533.0737541160653,0.0,0.0,0.0
5566.0,302.5463384609537,419.8441537225999,517.4972466894641,0.0,0.0,0.0
5626.5,289.26420375973476,244.5042990569145,378.75603207614586,0.0,0.0,0.0
5687.0,354.28503353163455,371.96529261424956,513.6886838291415,0.0,0.0,0.0
5747.5,190.62089153948742,354.44798864304755,402.4545948854491,0.0,0.0,0.0
5808.0,274.99714035008526,323.0703783240119,424.2615897664372,0.0,0.0,0.0
5868.5,219.53922486981085,379.4347345196054,438.36992257270657,0.0,0.0,0.0
5929.0,136.56499668066675,274.26329401300245,306.3826900483334,0.0,0.0,0.0
5989.5,162.8213444876709,241.25560946740612,291.05851528560777,0.0,0.0,0.0
6050.0,124.21388898277766,244.91735799474904,274.6153718628181,0.0,0.0,0.0
6110.5,202.9172717723999,247.09829286779436,319.73893338430383,103.87546008589813,235.8366909933219,257.6995460351776
6171.0,50.64310345648787,174.447887532162,181.65018412360166,76.92733461668428,222.25511982290357,235.19173688444187
6231.5,35.112446350657954,256.9270754600013,259.3152637103281,50.008724832308864,208.04040807715987,213.96654867587316
6292.0,-37.316036270233255,253.2773069222418,256.01148561090935,23.401309336366996,193.1569100814173,194.56930176895085
6352.5,-35.02351058246627,154.6668087360431,158.58268511445965,-2.6145302838601348,177.57353510418324,177.59278177336438
6413.0,45.82722273591964,53.046275662381504,70.10022614326546,-27.763580289489788,161.2652850890609,163.63773576210053
6473.5,-19.216665226574193,6.163970028526251,20.18104925277166,-51.77960056487877,144.21471583820727,153.22862428069132
6534.0,-29.535428668261005,49.25088524545819,57.428139827781514,-74.40900745226034,126.41329440980356,146.68681397307054
6594.5,-91.87035222168396,33.928764600712526,97.93529846111072,-95.41437762788063,107.86262706748843,144.00781151040349
6655.0,-50.899197474376045,-47.388048476072385,69.54391017124443,-114.57771974086592,88.57553411646487,144.82292327195114
6715.5,-75.82061844544842,-21.08064929630973,78.69663243242545,-131.70346410759245,68.57695034774311,148.4877118718472
6776.0,-125.00030188193733,54.63246308745843,136.41767295177695,-146.62112510198645,47.90463255116832,154.24852720864087
6836.5,-79.06011866588665,-80.06678576930761,112.52196473085723,-159.18759593772924,26.60965860644267,161.39629683355557
6897.0,-165.9027159360253,-92.29133820089018,189.845732798661,-169.28904122260766,4.756705971122832,169.35585531585696
6957.5,-82.68150029558142,-133.28634655102798,156.84859153989544,-176.84235888898723,-17.5758990966182,177.71362391914658
7018.0,-155.8944188778005,-182.72184225067284,240.18813766030763,-181.7961897700368,-40.29636657052578,186.20862432682708
7078.5,-70.81942689732229,-256.45282902962293,266.0515828619747,-184.13146009427888,-63.299863166734156,194.7081592367877
7139.0,-62.57691065352002,-281.1152350470221,287.9959116419556,-183.86144940142466,-86.46916575178615,203.1795983897067
7199.5,56.12173130417808,-248.62175049737823,254.87727153467208,-181.03138372684344,-109.67554128951338,211.6626708968858
7260.0,125.37023272525067,-337.03146630563464,359.5940830070896,-175.7175612451925,-132.7798432744476,220.24338380515508
7320.5,78.24926090507151,-396.00678736561497,403.6636254009337,-168.02602479051234,-155.63381104918815,229.02975385001022
7381.0,-15.184627246209054,-402.9159676745373,403.20199641335495,-158.09080266713696,-178.08155505276974,238.12967504692122
7441.5,111.4149097781947,-425.93553753181965,440.2662424640384,-146.07174582338166,-199.96120794996446,247.6316611677504
7502.0,176.22316665314287,-418.71172457351435,454.2841762163722,-132.151995673783,-221.10671879712754,257.58946224136497
7562.5,132.57136225365932,-302.48380393710914,330.25992450500934,-116.53512252836221,-241.34976495332188,268.01146211631345
7623.0,243.7310331680998,-359.4170651982872,434.2642551315261,-99.44197963009738,-260.5217543854569,278.85532417515185
7683.5,89.18239270690725,-364.8454156927403,375.58710909845865,-81.10732213570003,-278.4558893762158,290.02772286856225
7744.0,212.45237558277302,-360.5354199580314,418.4755679069899,-61.77624393209691,-294.9892614504297,301.38840171019837
7804.5,207.25442105316293,-407.50197088806453,457.17857706123846,-41.70048790632643,-309.9649466088701,312.75741209100926
7865.0,162.69616826759366,-402.62214348229134,434.25180896713823,-21.134687137393538,-323.234069710655,323.92427945757333
7925.5,264.9998117620258,-372.7126845844444,457.3178823138809,-0.33259542650024687,-334.65780708135765,334.65797235419467
7986.0,345.9284991153693,-392.6449217691398,523.293952851842,20.456634387529693,-344.1092971408459,344.7168146018294
8046.5,328.9665911289755,-401.338052314267,518.9327994205298,40.99206676770503,-351.4754300324839,353.85777856987613
8107.0,271.89587033557405,-332.46181837684577,429.48600091735017,61.0444387030375,-356.65848887597855,361.84485789335935
8167.5,284.3558971689536,-297.7624925399263,411.7290106591351,80.39940071112848,-359.5776173350071,368.4564106146471
8228.0,300.49895898484897,-355.626432595045,465.58542063863644,98.86049400838965,-360.1700906562949,373.49148782662576
8288.5,403.9983303510887,-330.91179069455313,522.2233852932509,116.25181850872376,-358.39237016123144,376.7752331249632
8349.0,406.02745688973647,-265.0514557710902,484.88201653053807,132.4203512914133,-354.22092431098474,378.16347345542204
8409.5,384.00476353703084,-220.8266462985321,442.9718570457812,147.23788078827852,-347.65280287298305,377.54663934998086
8470.0,414.884357114289,-287.20733169076516,504.595958322167,160.6025280901172,-338.70595433797337,374.8531652966721
8530.5,381.73457163688005,-175.84054878986126,420.2870230943514,172.43983336568405,-327.41928051660403,370.0525386822735
8591.0,315.2280070555503,-196.12932270611222,371.261912478741,182.70339231877622,-313.8524261241308,363.15819548619805
8651.5,307.7410844114844,-173.58344053772007,353.3210804122343,191.3750347708075,-298.0853050812661,354.2305083401474
8712.0,262.823341855117,-41.80421180194779,266.1272273711839,198.46454473441938,-280.2173691576555,343.3801821513265
8772.5,299.8306577104048,-115.44136213499826,321.28668101033657,204.00892862324264,-260.3666284014893,330.772465817762
8833.0,187.74876882301433,-135.17998099887797,231.3508752034768,208.0712454089439,-238.6684364751997,316.63269846234357
8893.5,221.90774237800477,-89.58946585080096,239.3100886271508,210.7390194760813,-215.27405749595331,301.2538035618989
8954.0,215.40210709587214,-38.00686796530688,218.7294899044796,212.1222635285038,-190.34903420690938,285.00633239975417
9014.5,192.67592993620883,-100.66472156953918,217.38767247812305,212.3511450639286,-164.0713802308327,268.35131194166377
9075.0,154.8126391288309,-89.93620538589909,179.04042636580223,211.5733355586934,-136.62962173646994,251.85497782510143
9135.5,218.59167168991834,-109.58971605378747,244.52448711109244,209.95108650383568,-108.22071604010381,236.20157091851416
9196.0,148.2684082445251,42.50042610161471,154.23944729602724,207.65808072780865,-79.0478764361756,222.19461123219435
9256.5,191.86573453572134,-19.712580114648432,192.87572657985848,204.87611096267105,-49.31833387446649,210.7285431528962
9317.0,141.14724823096546,102.3541417134535,174.3528491567359,201.79164030406386,-19.241066956870412,202.70689370182617
9377.5,32.58318738938552,34.98194520469106,47.8058635604025,198.59230103837984,10.97546789870124,198.89535672637987
9438.0,76.31199366993147,9.42905536406981,76.89231081804184,195.46338923465382,41.12557439167,199.7429583242988
9498.5,122.51672621609268,49.939444176435074,132.30380299658918,192.5844125094808,71.00849122994876,205.25828063290305
9559.0,-17.728808316435256,177.90512660889456,178.78631020871734,190.12574747075524,100.43047391006539,215.02111510526987
9619.5,43.11996891845164,221.74529325915907,225.8988862347902,188.24546154469115,129.2067548453597,228.3215699180493
9680.0,-120.7929308316831,245.74526965698183,273.82781030729967,187.0863512191137,157.16335526225598,244.33915578509237
9740.5,69.42644986413774,325.8134699584488,333.1282773153649,186.77324523682174,184.13872464740734,262.28098492088145
9801.0,101.0930955802591,297.8605524536309,314.54844250446,187.41061700141196,209.98518625586678,281.4542908036063
9861.5,104.80145826594404,322.36334402504605,338.9711952742867,189.08054548201585,234.5701702393415,301.2882630403819
9922.0,-66.75995132759179,267.6778960648052,275.87741325259503,191.84105830176756,257.7772192759798,321.32862684174086
9982.5,84.65261059649328,338.41814058801754,348.84509794442107,195.7248845561972,279.5067551268097,341.2217117887651
10043.0,3.617668485746492,250.01500615509065,250.0411782647066,200.73863832933975,299.67659825316,360.69663771499637
10103.5,70.57524938912434,483.8025111078426,488.92303645930946,206.8624469613121,318.22223644595596,379.54902678242706
10164.0,48.61995253198673,534.1010653663568,536.3094701846034,214.0500309809066,335.0968422818365,397.62709851088505
10224.5,22.658020369203278,411.5746801032617,412.1978932371603,222.22923536343055,350.27104307203695,414.8200051407692
10285.0,64.58916855935243,539.298816720679,543.1528094482371,231.3030045224191,363.7324507476425,431.0479968959192
10345.5,97.97886633266444,437.70087863468734,448.5330728111489,241.15078630881527,375.48496277014397,446.25402967800335
10406.0,50.131064595228715,531.3781975323021,533.7376813099571,251.63034338574545,385.547848612249,460.3965391724419
10466.5,95.9423523602602,444.92032562549224,455.1472631260287,262.5799437805146,393.9546395667875,473.44322247971365
10527.0,171.65778517208966,575.0677977713382,600.141122773439,273.82089629197725,400.7518425613188,485.3657616297567
10587.5,160.93657575989843,529.6411926638976,553.5525037281988,285.16039084811325,405.99750123739517,496.1354850438108
10648.0,153.98122116374626,521.5517182120445,543.8073291534553,296.3945989539719,409.75962975640573,505.7199941342962
10708.5,186.55603877477648,507.76071307948996,540.9474071943852,307.3119851229162,412.11454658467017,514.080787140383
10769.0,208.8172794773141,535.2194070933608,574.5123757915711,317.6967767117004,413.14513686151145,521.1718968299433
10829.5,275.28187274254185,454.3886035908335,531.271223137362,327.33253693777345,412.9390728450903,526.9395293772158
10890.0,212.38203991034624,455.84167923389975,502.88941866305106,336.00578408744406,411.58702234865115,531.322655178609
10950.5,282.4814284158845,532.8277590275858,603.0764281500625,343.5095990546705,409.18087501891614,534.2544647674424
11011.0,286.2477380964854,518.7195838458899,592.4590907654363,349.6471633965063,405.8120157706061,535.6645694975782
11071.5,344.52319523358335,480.17877121558536,590.9889037706776,354.23517105241893,401.5696736859486,535.4818010304139
11132.0,292.65137358194977,545.4444116178913,618.9946951506043,357.1070587362124,396.5393732324373,533.6374480139141
11192.5,251.98985922156962,470.12023379466245,533.396591078022,358.1160027422981,390.801512770011,530.0687632783606
11253.0,262.15526281833996,448.34756892439725,519.365886811764,357.13763346996774,384.4300930409716,524.7225797276301
11313.5,210.9933615166338,386.56551620446464,440.39879305297046,354.0724233044912,377.49161569929254,517.5588863771708
11374.0,189.14164824811968,542.2151175961958,574.2576049578028,348.84770853439363,370.0441689831621,508.55423579804767
11434.5,207.47811889867813,334.29685454802154,393.44828984560996,341.4193116511537,362.1367144132279,497.7048787126317
11495.0,236.29471121249568,354.9137643271784,426.37890503152784,331.7727365819025,353.808584960929,485.02954913190536
11555.5,157.8964381573643,428.6909424697559,456.84484164581517,319.92391605005065,345.08920153175814,470.5718532537048
11616.0,250.34634689302564,348.7269032704945,429.2828280601403,305.9194972387985,335.99801090507975,454.4022470488117
11676.5,198.4778019627861,281.44674887905904,344.3917977051298,289.8366591384408,326.54464452462327,436.61962146500616
11737.0,146.41951849586826,182.44043600331995,233.92987856544403,271.78246227701925,316.7292938020643,417.3525516319671
11797.5,165.25459077899447,289.4045208043593,333.2627438456537,251.89273885009558,306.54329394001024,396.7603091855257
11858.0,197.9422766244092,147.37573023558886,246.780774651769,230.33053846406636,295.96990475875845,375.03378710731556
11918.5,203.0052612398296,195.42482780334623,281.78360387541886,207.28415167536315,284.98527367991124,352.39654616665706
11979.0,232.08302433428318,224.80024097729242,323.10629601974057,182.96474013525184,273.5595629326098,329.10626035467743
12039.5,21.008894089819258,238.94049259095834,239.86232015572403,157.6036083325458,261.6582202543864,305.4569062668767
12100.0,102.86305200673422,253.08730815111952,273.19222722346956,131.4491575669618,249.24336990322385,281.78207619680006
12160.5,34.23893547065607,153.74387222908024,157.5102629994487,58.881112306069255,189.59823709975566,198.5307958421945
12221.0,8.26500697648002,110.79171737318097,111.0995723611035,38.0200029040878,165.2214839305836,169.539551058303
12281.5,-36.65048319477293,35.402913396467824,50.95708189612248,18.08002370711899,140.35496401337784,141.5146747883292
12342.0,-28.334155516266026,20.757353806658728,35.12395344881834,-0.6243102448430312,115.07151418644165,115.07320774377612
12402.5,-87.13253767059754,39.32757964520488,95.5967449323879,-17.795272886626122,89.44848304988729,91.20144109078245
12463.0,57.192884155666086,-47.52019203597095,74.35855464692007,-33.15663095098769,63.567778427018276,71.69535989285838
12523.5,-13.592691698040014,-106.81290733027028,107.67431652879377,-46.45801960496636,37.51584609762623,59.71420512772665
12584.0,-113.08632041481465,-147.1264849197412,185.56594092074374,-57.47892085127406,11.383575131082868,58.595325112094365
12644.5,137.26113098969256,-144.10836234985342,199.01718061445396,-66.03218186578115,-14.73387368867086,67.65601285790721
12705.0,7.634400796531416,-238.76475880919935,238.8867809752922,-71.96701765211105,-40.737318614920206,82.69692108943832
12765.5,-26.352716638502326,-242.96940654608406,244.3943497538056,-75.17145048154583,-66.5238878408172,100.38015053264824
12826.0,125.5259679243567,-259.3006156149676,288.08605985303734,-75.57414742359101,-91.9874301976052,119.0509935832623
12886.5,113.90030569833297,-241.60937394287856,267.1111551681124,-73.14562672047946,-117.01900395016499,137.99902171327318
12947.0,77.82179794539627,-299.7919548708462,309.7280233377948,-67.89881366891936,-141.50744065668354,156.95414826901342
13007.5,58.12630341891251,-248.02463107300972,254.74474433842605,-59.88893688842064,-165.33997975357713,175.85219266912347
13068.0,-7.855000321641528,-305.3761019131338,305.4771098621199,-49.212766216746026,-188.4029682716418,194.72435598113907
13128.5,133.61804876153545,-288.2832255818656,317.74360907298336,-36.00720381623264,-210.58261890502703,213.63884972439718
13189.0,112.0325949538254,-242.30398707027203,266.95041577461245,-20.447250237058686,-231.7658185602906,232.66603683214797
13249.5,173.22048427665436,-318.0875641441869,362.1947468368652,-2.7433770049594064,-251.84097852646622,251.85592028491084
13310.0,136.70224340267225,-261.0772591934556,294.7012701351832,16.86165337330502,-270.69891654510405,271.2235586618071
13370.5,157.50776723373517,-267.02303585884533,310.016126061582,38.09647041001648,-288.2337603358783,290.7405057006364
13431.0,152.56910774625257,-429.585630232221,455.874046574821,60.66522416125076,-304.3438615610577,310.3312028985017
13491.5,246.14847752771706,-337.0596025300778,417.37063702055883,84.25209479496849,-318.93270880068843,329.87344273264114
13552.0,250.89041636927843,-236.3096964474716,344.6567475925084,108.52611273453087,-331.9098278672734,349.2020202979232
13612.5,299.5112541155981,-380.38424215789536,484.14787309657237,133.14621403142252,-343.19165771893074,368.114694407557
13673.0,282.55341992831256,-379.1429681210408,472.84862840957663,157.76645192760333,-352.70239033553685,386.3796442648424
13733.5,236.76580018576922,-215.71447707068052,320.29795465392027,182.0412831177789,-360.37476320274834,403.74372900715656
13794.0,293.9571237084994,-233.04278809204257,375.1262876161663,205.6308460535113,-366.1507935007178,419.94100589236115
13854.5,272.0301967426896,-196.80349597965014,335.7559291653367,228.20614876276866,-369.9824437117955,434.70110994577277
13915.0,321.4164775467808,-249.9135019348779,407.14286250397964,249.45408508833384,-371.83220913605743,447.75722475272073
13975.5,242.7411512311667,-126.06232505887365,273.52326464175087,269.08220095367426,-371.6736187240496,458.85347304504927
14036.0,260.4005764468218,-198.0652031795898,327.1670596566978,286.82313620297185,-369.4916416894661,467.7516271908473
14096.5,274.9903226193956,-122.53296948485402,301.05482249101317,302.43867267086154,-365.28299353518105,474.23708848310844
14157.0,311.33445983780837,-214.3928903747842,378.0125094831574,315.7233253365619,-359.05633639692695,478.12411659354694
14217.5,232.16234276780943,-95.21092733356599,250.92722866033375,326.5074206088048,-350.83236996118154,479.26031290436964
14278.0,241.4218288398009,-280.19193083406424,369.8540489772623,334.6596138590316,-340.64381062738863,477.53037899910026
14338.5,218.21723907683727,-121.00039524003557,249.5192559273981,340.0888071434934,-328.5352580384679,472.85918889103436
14399.0,281.23990567139435,-167.35938902310153,327.269078338056,342.7454374912258,-314.5629495759625,465.21423469943534
14459.5,158.90642664931065,-120.62820703972788,199.50543041248827,342.62211603571075,-298.79440488508124,454.6075348995195
14520.0,178.99238419257733,-75.42628303127312,194.23541842531432,339.7536084773815,-281.30796393841536,441.09713788300485
14580.5,186.87935200966146,-62.001072832844145,196.89597568252788,334.21615772121527,-262.19222354354065,424.78842047381454
14641.0,166.58557480508097,-67.20776667702455,179.6319504844631,326.12615987530677,-241.54537852823685,405.83548642690596
14701.5,87.94190965573708,-131.29874461284538,158.02892080504446,315.63821495967306,-219.4744750777808,384.4431400787328
14762.0,138.36025295890752,-40.49464419863043,144.16440548077932,302.9425834995094,-196.09458483311394,360.8701914791918
14822.5,180.13938511152008,-2.8912502794702153,180.16258600645995,288.2620895090025,-171.52790936988183,335.43532303694343
14883.0,170.7918709261871,-53.49004430766855,178.97219899890513,271.84851906364304,-145.9028255512785,308.52755439497247
14943.5,64.89708436088125,-56.22687839621571,85.86671888878814,253.97857157389666,-119.35288296945758,280.62470577594905
15004.0,1.1061276341949444,11.405893721531985,11.459403559086855,234.9494278865522,-92.01576525053785,252.3254539654299
15064.5,71.29178142985208,68.08075801057801,98.5774198827332,215.0740053415578,-64.03222738868229,224.4035514826277
15125.0,-0.7011612486560637,87.9642755391885,87.96706996502097,194.6759748073904,-35.545021490145295,197.89437515993876
15185.5,2.1388132191941587,205.87961064350085,205.89072004513974,174.08461842985804,-6.6978233456277545,174.2134185745705
15246.0,-7.940561151982681,18.13430369432193,19.796602786495324,153.62960929942827,22.36582789117741,155.24911307557522
15306.5,6.405536352520514,50.02322585807735,50.43167676383248,133.6357954319179,51.50356495663252,143.21711847388733
15367.0,2.076661101826815,61.18270053861414,61.217933373559546,114.4180703481071,80.57519118500743,139.94233189669552
15427.5,2.4792058380526782,134.80234937399916,134.82514549718522,96.27641113136423,109.44363184164932,145.76369881086976
15488.0,14.09301572093105,92.7533038427051,93.81784726717822,79.49116216114882,137.97582805047477,159.23622071609284
15548.5,-57.31709988500153,171.6263774277116,180.94436539496485,64.31863880654798,166.04356422193322,178.06558487661349
15609.0,-82.4588280372208,212.4569094840367,227.8977768842428,50.987120279807385,193.5242209482641,200.12823520947782
15669.5,-41.665193749356426,219.06276533531613,222.9898731479239,39.69329467535756,220.3014465003766,223.8487993542585
15730.0,-145.9434593073533,306.1677892318498,339.17282980468156,30.5992120525012,246.2657413168436,248.15947921562145
15790.5,-111.91736028200964,283.1108272960427,304.42936137098025,23.8297933730587,271.3149512001973,272.35943493289915
15851.0,-149.68903487685714,249.72360670372498,291.15062580644,19.470934305587477,295.35466630873526,295.9957705661972
15911.5,-71.52172620680733,394.3084865152789,400.74248571566676,17.568233494317862,318.2985244316858,318.78298807103766
15972.0,-69.2327290176921,335.3949506103209,342.46597445897714,18.126365012133228,340.0684184401582,340.55116257171056
16032.5,-90.25806278816339,393.37021345948835,403.5921737787237,21.109104528563208,360.59460919433576,361.2119412118231
16093.0,-45.62370855885341,450.8305346674172,453.13319650095434,26.44000838665553,379.81574653703905,380.73491481734993
16153.5,-44.100294132341006,314.03578518733275,317.11718704728634,34.00373445970558,397.67880229481165,399.12990836548704
16214.0,67.47699702922583,327.0541683652982,333.94247135277504,43.647983513045894,414.1389204200417,416.43269788938613
16274.5,19.884731838183804,393.04453378760206,393.5472120350873,55.186029987394,429.1591905229999,432.6928572511061
16335.0,-39.97252280258681,423.12569786063614,425.00959844367475,68.39980180338105,442.7103520442881,447.9631555093781
16395.5,42.679011725844816,543.506545790716,545.1796615421841,83.04346010873911,454.7704371909613,462.29034903368876
16456.0,226.53068077669568,483.32252456818617,533.7759942973439,98.84742198710562,465.32436149070975,475.707446052964
16516.5,53.94136366867816,537.1245314294592,539.8262988941468,115.52276214513054,474.3634713973256,488.2276227025277
16577.0,109.81623568850503,407.39050320066815,421.93201788781914,132.76592360301785,481.8850587991091,499.8399747559045
16637.5,5.3439885235261215,544.719798803394,544.7460118456579,150.2636625272291,487.89185253427127,510.50722624211704
16698.0,87.22111244931179,487.5418609775551,495.2823322735762,167.69814863999616,492.39149710091186,520.1654116476408
16758.5,9.219310452167768,455.9858984520468,456.0790888347478,184.75214017690428,495.396028663522,528.7254282853584
16819.0,27.209475663394542,368.2185687953055,369.2225209430486,201.1141511799262,496.92135820567626,536.0762427545136
16879.5,12.415125377175762,376.3313844456387,376.5361154748667,216.48352902781863,496.986771264814,542.0894475569165
