case_id,sun_face,orbit_index,fit_mode,n_samples,r_obs_norm_mean_urad,r_hat_norm_mean_urad,resid_after_norm_mean_urad,layer
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,MY,-1,batch,301,7.3504988236866895,6.911018767637652,2.480787803517553,fourier_thermal
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,MY,-1,batch,301,312.47426883392467,281.9999673519744,138.30737101765965,fourier_nonthermal
