feature,coef_dominant_axis_urad
intercept,-167.19352449157282
t_sunface_minus_opposite_c,167.78877455862713
t_prop_attach_minus_ref_c,142.94926152450725
t_pcdu_attach_minus_ref_c,-140.4847671918787
