feature,coef_dominant_axis_urad
intercept,-158.44509387389186
t_sunface_minus_opposite_c,168.8224344610948
t_prop_attach_minus_ref_c,144.12366664431187
t_pcdu_attach_minus_ref_c,-141.48224939934607
