feature,coef_dominant_axis_urad
intercept,17.642482818556854
t_sunface_minus_opposite_c,30.154749530510326
t_prop_attach_minus_py_center_c,-10.426380944050068
t_pcdu_attach_minus_my_center_c,-7.34166909031166
