feature,coef_dominant_axis_urad
intercept,-112.43361782283742
t_sunface_minus_opposite_c,-33.653494808447896
t_prop_attach_minus_ref_c,6.654685174904734
t_pcdu_attach_minus_ref_c,-7.102213323725153
