case_name,time_s,thermal_los_x_urad,thermal_los_y_urad,thermal_los_norm_urad,nonthermal_error_x_urad,nonthermal_error_y_urad,nonthermal_error_norm_urad,thermal_plus_nonthermal_error_x_urad,thermal_plus_nonthermal_error_y_urad,thermal_plus_nonthermal_error_norm_urad,no_correction_success,no_correction_acquisition_time_s,no_correction_residual_x_urad,no_correction_residual_y_urad,no_correction_residual_norm_urad,no_correction_pointing_error_x_urad,no_correction_pointing_error_y_urad,no_correction_pointing_error_norm_urad,no_correction_thermal_residual_norm_urad,no_correction_scan_index,static_bias_correction_success,static_bias_correction_acquisition_time_s,static_bias_correction_residual_x_urad,static_bias_correction_residual_y_urad,static_bias_correction_residual_norm_urad,static_bias_correction_pointing_error_x_urad,static_bias_correction_pointing_error_y_urad,static_bias_correction_pointing_error_norm_urad,static_bias_correction_thermal_residual_norm_urad,static_bias_correction_scan_index,bcase_correction_success,bcase_correction_acquisition_time_s,bcase_correction_residual_x_urad,bcase_correction_residual_y_urad,bcase_correction_residual_norm_urad,bcase_correction_pointing_error_x_urad,bcase_correction_pointing_error_y_urad,bcase_correction_pointing_error_norm_urad,bcase_correction_thermal_residual_norm_urad,bcase_correction_scan_index,thermal_truth_correction_success,thermal_truth_correction_acquisition_time_s,thermal_truth_correction_residual_x_urad,thermal_truth_correction_residual_y_urad,thermal_truth_correction_residual_norm_urad,thermal_truth_correction_pointing_error_x_urad,thermal_truth_correction_pointing_error_y_urad,thermal_truth_correction_pointing_error_norm_urad,thermal_truth_correction_thermal_residual_norm_urad,thermal_truth_correction_scan_index,thermal_plus_nonthermal_no_correction_success,thermal_plus_nonthermal_no_correction_acquisition_time_s,thermal_plus_nonthermal_no_correction_residual_x_urad,thermal_plus_nonthermal_no_correction_residual_y_urad,thermal_plus_nonthermal_no_correction_residual_norm_urad,thermal_plus_nonthermal_no_correction_pointing_error_x_urad,thermal_plus_nonthermal_no_correction_pointing_error_y_urad,thermal_plus_nonthermal_no_correction_pointing_error_norm_urad,thermal_plus_nonthermal_no_correction_thermal_residual_norm_urad,thermal_plus_nonthermal_no_correction_scan_index,bcase_correction_with_nonthermal_success,bcase_correction_with_nonthermal_acquisition_time_s,bcase_correction_with_nonthermal_residual_x_urad,bcase_correction_with_nonthermal_residual_y_urad,bcase_correction_with_nonthermal_residual_norm_urad,bcase_correction_with_nonthermal_pointing_error_x_urad,bcase_correction_with_nonthermal_pointing_error_y_urad,bcase_correction_with_nonthermal_pointing_error_norm_urad,bcase_correction_with_nonthermal_thermal_residual_norm_urad,bcase_correction_with_nonthermal_scan_index
25_LTAN18_693km_SENTINEL1_MY_ALL_HEAT_MY_0p5,0.0,14.31475914078363,150.89970980050063,151.57715773537237,48.04371756992689,-96.76283266107049,108.03353452763281,62.35847671071052,54.13687713943014,82.57954398087931,1.0,5.800000000000001,14.31475914078363,-9.10029019949937,16.962535511348317,14.31475914078363,150.89970980050063,151.57715773537237,151.57715773537237,57.0,1.0,0.1,0.5523624984886393,-0.17416851219132923,0.5791709595409228,0.5523624984886393,-0.17416851219132923,0.5791709595409228,0.5791709595409228,0.0,1.0,0.1,0.5523624984886393,-1.2428611833151706,1.3600765606127465,0.5523624984886393,-1.2428611833151706,1.3600765606127465,1.3600765606127465,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4000000000000004,-17.64152328928948,14.13687713943014,22.60695997302348,62.35847671071052,54.13687713943014,82.57954398087931,151.57715773537237,23.0,1.0,1.7000000000000002,8.596080068415532,-18.00569384438566,19.95238340049525,48.59608006841553,-98.00569384438566,109.39239015550993,1.3600765606127465,16.0
25_LTAN18_693km_SENTINEL1_MY_ALL_HEAT_MY_0p5,59.16,14.701704600341818,150.74546673697964,151.46067430163365,87.20315326626,-81.95023879982027,119.66717001302571,101.90485786660182,68.79522793715937,122.95276915847822,1.0,5.800000000000001,14.701704600341818,-9.254533263020363,17.3720034559075,14.701704600341818,150.74546673697964,151.46067430163365,151.46067430163365,57.0,1.0,0.1,0.9393079580468271,-0.32841157571232316,0.9950646225808406,0.9393079580468271,-0.32841157571232316,0.9950646225808406,0.9950646225808406,0.0,1.0,0.1,0.9393079580468271,-1.2254402268827107,1.5440217581732614,0.9393079580468271,-1.2254402268827107,1.5440217581732614,1.5440217581732614,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,21.904857866601816,-11.204772062840632,24.604262133545912,101.90485786660182,68.79522793715937,122.95276915847822,151.46067430163365,17.0,1.0,1.9000000000000001,8.142461224306828,-3.17567902670298,8.73982906411684,88.14246122430683,-83.17567902670298,121.19111787681285,1.5440217581732614,18.0
25_LTAN18_693km_SENTINEL1_MY_ALL_HEAT_MY_0p5,118.32,15.071673229790555,150.6019866391337,151.35426559433137,79.39540615743697,-55.28812712624492,96.74919906661863,94.46707938722753,95.3138595128888,134.1967246366149,1.0,5.800000000000001,15.071673229790555,-9.398013360866287,17.761700061553974,15.071673229790555,150.6019866391337,151.35426559433137,151.35426559433137,57.0,1.0,0.1,1.3092765874955639,-0.4718916735582468,1.391720853525459,1.3092765874955639,-0.4718916735582468,1.391720853525459,1.391720853525459,0.0,1.0,0.1,1.3092765874955639,-1.2258669747679107,1.793587193974873,1.3092765874955639,-1.2258669747679107,1.793587193974873,1.793587193974873,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,14.467079387227528,15.313859512888797,21.06681464239049,94.46707938722753,95.3138595128888,134.1967246366149,151.35426559433137,17.0,1.0,1.9000000000000001,0.7046827449325406,23.486005898987173,23.496575300631918,80.70468274493254,-56.51399410101283,98.52450124821503,1.793587193974873,18.0
25_LTAN18_693km_SENTINEL1_MY_ALL_HEAT_MY_0p5,177.48,15.424647206605712,150.46909488296475,151.25762214297467,123.69633253521256,71.13397942267838,142.6913652298832,139.12097974181827,221.60307430564313,261.653529588339,1.0,5.800000000000001,15.424647206605712,-9.530905117035246,18.13168204547438,15.424647206605712,150.46909488296475,151.25762214297467,151.25762214297467,57.0,1.0,0.1,1.662250564310721,-0.6047834297272061,1.7688527172786075,1.662250564310721,-0.6047834297272061,1.7688527172786075,1.7688527172786075,0.0,1.0,0.1,1.662250564310721,-1.1870947109838141,2.0426137156587036,1.662250564310721,-1.1870947109838141,2.0426137156587036,2.0426137156587036,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,139.12097974181827,221.60307430564313,261.653529588339,151.25762214297467,nan,1.0,4.800000000000001,5.358583099523287,-10.053115288305435,11.392082330919886,125.35858309952329,69.94688471169457,143.55257238235467,2.0426137156587036,47.0
25_LTAN18_693km_SENTINEL1_MY_ALL_HEAT_MY_0p5,236.64,15.756944279470984,150.34599656825662,151.1694412807317,-7.071474188398316,89.59456617245394,89.87319975847868,8.685470091072668,239.94056274071056,240.0977114406378,1.0,5.800000000000001,15.756944279470984,-9.654003431743376,18.479206565393067,15.756944279470984,150.34599656825662,151.1694412807317,151.1694412807317,57.0,1.0,0.1,1.9945476371759927,-0.7278817444353365,2.1232126862014,1.9945476371759927,-0.7278817444353365,2.1232126862014,2.1232126862014,0.0,1.0,0.1,1.9945476371759927,-1.138529005738917,2.296621121097945,1.9945476371759927,-1.138529005738917,2.296621121097945,2.296621121097945,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.4,8.685470091072668,-0.05943725928943877,8.685673462127719,8.685470091072668,239.94056274071056,240.0977114406378,151.1694412807317,133.0,1.0,1.4000000000000001,-5.076926551222323,8.45603716671502,9.863049618215046,-5.076926551222323,88.45603716671502,88.60161225646955,2.296621121097945,13.0
25_LTAN18_693km_SENTINEL1_MY_ALL_HEAT_MY_0p5,295.79999999999995,16.06658961576144,150.23207141749714,151.08875068737996,12.547631513255794,126.46959007461525,127.09051998569237,28.614221129017235,276.7016614921124,278.17725126853173,1.0,5.800000000000001,16.06658961576144,-9.767928582502861,18.802864959206875,16.06658961576144,150.23207141749714,151.08875068737996,151.08875068737996,57.0,1.0,0.1,2.3041929734664492,-0.8418068951948214,2.453149833942008,2.3041929734664492,-0.8418068951948214,2.453149833942008,2.453149833942008,0.0,1.0,0.1,2.3041929734664492,-1.10940080653765,2.5573571139984623,2.3041929734664492,-1.10940080653765,2.5573571139984623,2.5573571139984623,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.6,-11.385778870982765,-3.2983385078875926,11.853902201871403,28.614221129017235,276.7016614921124,278.17725126853173,151.08875068737996,185.0,1.0,3.2,14.851824486722244,5.360189268077619,15.78950029526004,14.851824486722244,125.36018926807762,126.23689533536796,2.5573571139984623,31.0
25_LTAN18_693km_SENTINEL1_MY_ALL_HEAT_MY_0p5,354.96,16.35279652531369,150.1280852226492,151.0160783718652,103.94485093275009,65.97597577085358,123.11523632088716,120.29764745806378,216.10406099350277,247.33072830084856,1.0,5.800000000000001,16.35279652531369,-9.87191477735081,19.101535424399493,16.35279652531369,150.1280852226492,151.0160783718652,151.0160783718652,57.0,1.0,0.1,2.590399883018698,-0.9457930900427698,2.7576613503321856,2.590399883018698,-0.9457930900427698,2.7576613503321856,2.7576613503321856,0.0,1.0,0.1,2.590399883018698,-1.0703336514244768,2.8028174537980415,2.590399883018698,-1.0703336514244768,2.8028174537980415,2.8028174537980415,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.8,0.29764745806377846,16.10406099350277,16.106811431557436,120.29764745806378,216.10406099350277,247.33072830084856,151.0160783718652,97.0,1.0,4.800000000000001,-13.46474918423121,-15.094357880570897,20.227187407571222,106.53525081576879,64.9056421194291,124.74975769641468,2.8028174537980415,47.0
25_LTAN18_693km_SENTINEL1_MY_ALL_HEAT_MY_0p5,414.12,16.611214019408735,150.03992968684383,150.95665911655453,-21.64042085961388,-40.177461218468174,45.63481351931578,-5.029206840205145,109.86246846837565,109.9775199729763,1.0,5.800000000000001,16.611214019408735,-9.960070313156166,19.368413250486373,16.611214019408735,150.03992968684383,150.95665911655453,150.95665911655453,57.0,1.0,0.1,2.8488173771137433,-1.0339486258481259,3.030645180326865,2.8488173771137433,-1.0339486258481259,3.030645180326865,3.030645180326865,0.0,1.0,0.1,2.8488173771137433,-1.101267847245623,3.0542677223063204,2.8488173771137433,-1.101267847245623,3.0542677223063204,3.0542677223063204,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,-5.029206840205145,-10.137531531624347,11.316468839538423,-5.029206840205145,109.86246846837565,109.9775199729763,150.95665911655453,31.0,1.0,0.30000000000000004,21.208396517499864,-1.2787290657138044,21.246911090014983,-18.791603482500136,-41.278729065713804,45.35479946735645,3.0542677223063204,2.0
25_LTAN18_693km_SENTINEL1_MY_ALL_HEAT_MY_0p5,473.28,16.842579839139304,149.96807228682113,150.91088496547553,-95.24981115780575,35.1714174667593,101.53597949603243,-78.40723131866645,185.13948975358042,201.0580129944464,1.0,5.800000000000001,16.842579839139304,-10.031927713178874,19.603878934543236,16.842579839139304,149.96807228682113,150.91088496547553,150.91088496547553,57.0,1.0,0.1,3.080183196844313,-1.1058060258708338,3.2726648916401904,3.080183196844313,-1.1058060258708338,3.2726648916401904,3.2726648916401904,0.0,1.0,0.1,3.080183196844313,-1.115903907284121,3.2760906666962106,3.080183196844313,-1.115903907284121,3.2760906666962106,3.2760906666962106,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,1.5927686813335526,-14.86051024641958,14.94562400357303,-78.40723131866645,185.13948975358042,201.0580129944464,150.91088496547553,87.0,1.0,2.5,-12.169627960961435,-5.944486440524827,13.54388289043426,-92.16962796096144,34.05551355947517,98.25995278984028,3.2760906666962106,24.0
25_LTAN18_693km_SENTINEL1_MY_ALL_HEAT_MY_0p5,532.4399999999999,17.047431645409976,149.9117799782175,150.8779530015649,-74.33053130342722,23.181094029780706,77.86135758042823,-57.28309965801725,173.0928740079982,182.3252493177483,1.0,5.800000000000001,17.047431645409976,-10.08822002178249,19.808763437247126,17.047431645409976,149.9117799782175,150.8779530015649,150.8779530015649,57.0,1.0,0.1,3.2850350031149844,-1.1620983344744502,3.484526870419994,3.2850350031149844,-1.1620983344744502,3.484526870419994,3.484526870419994,0.0,1.0,0.1,3.2850350031149844,-1.1435855458958315,3.4783965950524576,3.2850350031149844,-1.1435855458958315,3.4783965950524576,3.4783965950524576,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6000000000000005,-17.28309965801725,13.092874007998205,21.68245566300715,-57.28309965801725,173.0928740079982,182.3252493177483,150.8779530015649,55.0,1.0,2.3000000000000003,8.954503699687763,22.037508483884864,23.787284769073985,-71.04549630031224,22.037508483884864,74.38490656534412,3.4783965950524576,22.0
