feature,coef_dominant_axis_urad
intercept,-48.54233533373017
t_sunface_minus_opposite_c,-24.036710000443474
t_prop_attach_minus_py_center_c,-28.213435234921132
t_pcdu_attach_minus_my_center_c,89.59021075545311
