case_name,time_s,thermal_los_x_urad,thermal_los_y_urad,thermal_los_norm_urad,nonthermal_error_x_urad,nonthermal_error_y_urad,nonthermal_error_norm_urad,thermal_plus_nonthermal_error_x_urad,thermal_plus_nonthermal_error_y_urad,thermal_plus_nonthermal_error_norm_urad,no_correction_success,no_correction_acquisition_time_s,no_correction_residual_x_urad,no_correction_residual_y_urad,no_correction_residual_norm_urad,no_correction_pointing_error_x_urad,no_correction_pointing_error_y_urad,no_correction_pointing_error_norm_urad,no_correction_thermal_residual_norm_urad,no_correction_scan_index,static_bias_correction_success,static_bias_correction_acquisition_time_s,static_bias_correction_residual_x_urad,static_bias_correction_residual_y_urad,static_bias_correction_residual_norm_urad,static_bias_correction_pointing_error_x_urad,static_bias_correction_pointing_error_y_urad,static_bias_correction_pointing_error_norm_urad,static_bias_correction_thermal_residual_norm_urad,static_bias_correction_scan_index,bcase_correction_success,bcase_correction_acquisition_time_s,bcase_correction_residual_x_urad,bcase_correction_residual_y_urad,bcase_correction_residual_norm_urad,bcase_correction_pointing_error_x_urad,bcase_correction_pointing_error_y_urad,bcase_correction_pointing_error_norm_urad,bcase_correction_thermal_residual_norm_urad,bcase_correction_scan_index,thermal_truth_correction_success,thermal_truth_correction_acquisition_time_s,thermal_truth_correction_residual_x_urad,thermal_truth_correction_residual_y_urad,thermal_truth_correction_residual_norm_urad,thermal_truth_correction_pointing_error_x_urad,thermal_truth_correction_pointing_error_y_urad,thermal_truth_correction_pointing_error_norm_urad,thermal_truth_correction_thermal_residual_norm_urad,thermal_truth_correction_scan_index,thermal_plus_nonthermal_no_correction_success,thermal_plus_nonthermal_no_correction_acquisition_time_s,thermal_plus_nonthermal_no_correction_residual_x_urad,thermal_plus_nonthermal_no_correction_residual_y_urad,thermal_plus_nonthermal_no_correction_residual_norm_urad,thermal_plus_nonthermal_no_correction_pointing_error_x_urad,thermal_plus_nonthermal_no_correction_pointing_error_y_urad,thermal_plus_nonthermal_no_correction_pointing_error_norm_urad,thermal_plus_nonthermal_no_correction_thermal_residual_norm_urad,thermal_plus_nonthermal_no_correction_scan_index,bcase_correction_with_nonthermal_success,bcase_correction_with_nonthermal_acquisition_time_s,bcase_correction_with_nonthermal_residual_x_urad,bcase_correction_with_nonthermal_residual_y_urad,bcase_correction_with_nonthermal_residual_norm_urad,bcase_correction_with_nonthermal_pointing_error_x_urad,bcase_correction_with_nonthermal_pointing_error_y_urad,bcase_correction_with_nonthermal_pointing_error_norm_urad,bcase_correction_with_nonthermal_thermal_residual_norm_urad,bcase_correction_with_nonthermal_scan_index
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,0.0,24.111886321903004,-1222.0690271548897,1222.3068723496972,79.58672222542691,-68.9285759274664,105.28625235032237,103.69860854732991,-1290.9976030823561,1295.1556711758788,1.0,378.70000000000005,-15.888113678096996,17.93097284511032,23.957294158986663,24.111886321903004,-1222.0690271548897,1222.3068723496972,1222.3068723496972,3786.0,1.0,0.1,1.4094614552250917,-21.357219040523205,21.403676944362903,1.4094614552250917,-21.357219040523205,21.403676944362903,21.403676944362903,0.0,1.0,0.1,1.4094614552250917,2.436528406133675,2.814827218083117,1.4094614552250917,2.436528406133675,2.814827218083117,2.814827218083117,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,404.1,-16.30139145267009,-10.997603082356136,19.664247680758972,103.69860854732991,-1290.9976030823561,1295.1556711758788,1222.3068723496972,4040.0,1.0,1.9000000000000001,0.9961836806519955,13.507952478667221,13.544635915798153,80.996183680652,-66.49204752133278,104.79300622851265,2.814827218083117,18.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,60.5,23.669409362364785,-1230.598011653689,1230.825620153227,64.9293788959353,1.8825567139442132,64.9566645048308,88.59878825830009,-1228.7154549397446,1231.9056029130734,1.0,378.70000000000005,-16.330590637635215,9.4019883463111,18.843714480913487,23.669409362364785,-1230.598011653689,1230.825620153227,1230.825620153227,3786.0,1.0,0.5,0.966984495686873,10.113796460677577,10.159918201585732,0.966984495686873,-29.886203539322423,29.901843103874164,29.901843103874164,4.0,1.0,0.1,0.966984495686873,2.6137132293199556,2.786854115310119,0.966984495686873,2.6137132293199556,2.786854115310119,2.786854115310119,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,378.90000000000003,8.59878825830009,11.284545060255368,14.187322394589238,88.59878825830009,-1228.7154549397446,1231.9056029130734,1230.825620153227,3788.0,1.0,2.2,-14.103636608377826,4.496269943264224,14.803006754841276,65.89636339162217,4.496269943264224,66.04958101035481,2.786854115310119,21.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,121.0,23.223202054518566,-1239.1105632986378,1239.3281668678123,57.50254886057749,54.61809561309698,79.30749960668604,80.72575091509606,-1184.4924676855408,1187.240099080463,1.0,378.5,23.223202054518566,0.8894367013622286,23.24022829730219,23.223202054518566,-1239.1105632986378,1239.3281668678123,1239.3281668678123,3784.0,1.0,0.5,0.520777187840654,1.6012448157287054,1.6838033849809413,0.520777187840654,-38.398755184271295,38.4022865019907,38.4022865019907,4.0,1.0,0.1,0.520777187840654,2.768953046077513,2.8175006389985358,0.520777187840654,2.768953046077513,2.8175006389985358,2.8175006389985358,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,331.3,0.7257509150960573,-24.49246768554076,24.503217905369514,80.72575091509606,-1184.4924676855408,1187.240099080463,1239.3281668678123,3312.0,0.0,nan,nan,nan,nan,58.02332604841814,57.387048659174525,81.60869879817656,2.8175006389985358,nan
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,181.5,22.77165119669096,-1247.5846150544355,1247.7924185611755,137.65803972050776,-37.04440880965334,142.55533705810393,160.4296909171987,-1284.6290238640888,1294.6078227331202,1.0,378.5,22.77165119669096,-7.584615054435517,24.001551694582723,22.77165119669096,-1247.5846150544355,1247.7924185611755,1247.7924185611755,3784.0,1.0,0.5,0.06922633001304845,-6.87280694006904,6.873155572241053,0.06922633001304845,-46.87280694006904,46.87285806013701,46.87285806013701,4.0,1.0,0.1,0.06922633001304845,2.9209323523823514,2.9217525719952695,0.06922633001304845,2.9209323523823514,2.9217525719952695,2.9217525719952695,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,404.3,0.42969091719871244,-4.629023864088822,4.6489242001378,160.4296909171987,-1284.6290238640888,1294.6078227331202,1247.7924185611755,4042.0,1.0,4.2,17.727266050520797,5.876523542729046,18.675906686803614,137.7272660505208,-34.123476457270954,141.89154823061472,2.9217525719952695,41.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,242.0,22.32545533075468,-1256.0020879957844,1256.200489971842,82.11238343271347,11.9951507796495,82.98389696337166,104.43783876346815,-1244.006937216135,1248.3831631384064,1.0,378.70000000000005,-17.67454466924532,-16.00208799578445,23.842322653004615,22.32545533075468,-1256.0020879957844,1256.200489971842,1256.200489971842,3786.0,1.0,0.5,-0.3769695359232337,-15.290279881417973,15.294926115647288,-0.3769695359232337,-55.29027988141797,55.29156495702168,55.29156495702168,4.0,1.0,0.1,-0.3769695359232337,3.0596695784129224,3.0828045607984444,-0.3769695359232337,3.0596695784129224,3.0828045607984444,3.0828045607984444,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,378.90000000000003,24.43783876346815,-4.006937216134929,24.764157754369798,104.43783876346815,-1244.006937216135,1248.3831631384064,1256.200489971842,3788.0,1.0,2.2,1.7354138967902344,15.054820358062443,15.154513433518876,81.73541389679023,15.054820358062443,83.11032126573174,3.0828045607984444,21.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,302.5,21.88845218903412,-1264.3542455240488,1264.543697352495,126.99610233730233,16.787645908712502,128.10087846702254,148.88455452633644,-1247.5665996153364,1256.4191303272482,1.0,403.70000000000005,-18.11154781096588,15.645754475951207,23.93361228963673,21.88845218903412,-1264.3542455240488,1264.543697352495,1264.543697352495,4036.0,1.0,0.5,-0.8139726776437932,-23.642437409682316,23.65644517231396,-0.8139726776437932,-63.642437409682316,63.647642461958334,63.647642461958334,4.0,1.0,0.1,-0.8139726776437932,3.172249215033389,3.275013985043508,-0.8139726776437932,3.172249215033389,3.275013985043508,3.275013985043508,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,379.3,-11.115445473663556,-7.566599615336372,13.446432903071214,148.88455452633644,-1247.5665996153364,1256.4191303272482,1264.543697352495,3792.0,1.0,4.4,6.1821296596585285,19.95989512374581,20.89536169774913,126.18212965965853,19.95989512374581,127.75103623375354,3.275013985043508,43.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,363.0,21.460040495479387,-1272.637605191217,1272.8185288896857,121.72533167809075,50.02668659492742,131.60442904328218,143.18537217357013,-1222.6109185962896,1230.9669000730064,1.0,403.5,21.460040495479387,7.362394808782938,22.687842457757174,21.460040495479387,-1272.637605191217,1272.8185288896857,1272.8185288896857,4034.0,1.0,1.5,-1.2423843711985256,8.074202923149414,8.169227121949353,-1.2423843711985256,-71.92579707685059,71.93652621628381,71.93652621628381,14.0,1.0,0.1,-1.2423843711985256,3.2558274066425383,3.4848143462232004,-1.2423843711985256,3.2558274066425383,3.4848143462232004,3.4848143462232004,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,379.3,-16.81462782642987,17.389081403710406,24.189085576065434,143.18537217357013,-1222.6109185962896,1230.9669000730064,1272.8185288896857,3792.0,1.0,4.6000000000000005,0.4829473068922141,13.282514001570007,13.2912909946001,120.48294730689221,53.28251400157001,131.73901050973046,3.4848143462232004,45.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,423.5,21.04434831099552,-1280.8582442323036,1281.0311106345912,192.04579471549624,9.418453698457348,192.27660944060904,213.09014302649177,-1271.4397905338462,1289.172816191763,1.0,403.5,21.04434831099552,-0.8582442323036048,21.06184177598869,21.04434831099552,-1280.8582442323036,1281.0311106345912,1281.0311106345912,4034.0,1.0,1.5,-1.658076555682392,-0.14643611793712807,1.6645303845649924,-1.658076555682392,-80.14643611793713,80.16358550034474,80.16358550034474,14.0,1.0,0.1,-1.658076555682392,3.3501179609763767,3.737981837430474,-1.658076555682392,3.3501179609763767,3.737981837430474,3.737981837430474,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,404.5,13.090143026491774,8.560209466153765,15.6406211692004,213.09014302649177,-1271.4397905338462,1289.172816191763,1281.0311106345912,4044.0,1.0,11.200000000000001,-9.612281840186142,12.768571659433746,15.982252169117684,190.38771815981386,12.768571659433746,190.81540726137084,3.737981837430474,111.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,484.0,20.64085265878749,-1289.0151803962292,1289.1804296103803,-24.13723490220517,-5.53030559230503,24.762681370734303,-3.4963822434176777,-1294.5454859885342,1294.55020759416,1.0,403.5,20.64085265878749,-9.015180396229198,22.52372695755145,20.64085265878749,-1289.0151803962292,1289.1804296103803,1289.1804296103803,4034.0,1.0,1.5,-2.0615722078904213,-8.303372281862721,8.555470251222449,-2.0615722078904213,-88.30337228186272,88.32743422242937,88.32743422242937,14.0,1.0,0.1,-2.0615722078904213,3.4406073221534825,4.010967303980717,-2.0615722078904213,3.4406073221534825,4.010967303980717,4.010967303980717,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,403.5,-3.4963822434176777,-14.54548598853421,14.959807867574083,-3.4963822434176777,-1294.5454859885342,1294.55020759416,1289.1804296103803,4034.0,1.0,0.9,13.80119288990441,-2.08969827015153,13.958501497102844,-26.19880711009559,-2.08969827015153,26.282015387946746,4.010967303980717,8.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,544.5,20.24873128910448,-1297.104038111307,1297.2620771468953,109.35831263425834,47.038135316856085,119.0454817130791,129.60704392336282,-1250.065902794451,1256.7667831240042,0.0,nan,nan,nan,nan,20.24873128910448,-1297.104038111307,1297.2620771468953,1297.2620771468953,nan,1.0,1.5,-2.453693577573432,-16.392229996940614,16.57485494492259,-2.453693577573432,-96.39222999694061,96.42345469830317,96.42345469830317,14.0,1.0,0.1,-2.453693577573432,3.513886802137904,4.285791949087596,-2.453693577573432,3.513886802137904,4.285791949087596,4.285791949087596,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,379.1,9.607043923362824,-10.065902794450949,13.914657452224901,129.60704392336282,-1250.065902794451,1256.7667831240042,1297.2620771468953,3790.0,1.0,4.6000000000000005,-13.095380943315092,10.552022118994046,16.81767441860734,106.90461905668491,50.552022118994046,118.2544059051255,4.285791949087596,45.0
