feature,coef_dominant_axis_urad
intercept,-554.6790385355763
t_sunface_minus_opposite_c,6.934282190093434
t_prop_attach_minus_ref_c,-16.069528547491966
t_pcdu_attach_minus_ref_c,21.766420504991444
