case_index,time_s,time_min,rel_dx_um,rel_dy_um,rel_dz_um,rel_axial_um,rel_transverse_um,stt_rx_urad,stt_ry_urad,stt_rz_urad,lct_rx_urad,lct_ry_urad,lct_rz_urad,rel_rx_urad,rel_ry_urad,rel_rz_urad,centerline_angle_x_urad,centerline_angle_y_urad,centerline_angle_z_urad,centerline_angle_magnitude_urad,stt_rotation_angle_x_urad,stt_rotation_angle_y_urad,stt_rotation_angle_z_urad,stt_rotation_angle_magnitude_urad,lct_rotation_angle_x_urad,lct_rotation_angle_y_urad,lct_rotation_angle_z_urad,lct_rotation_angle_magnitude_urad,relative_rotation_angle_x_urad,relative_rotation_angle_y_urad,relative_rotation_angle_z_urad,relative_rotation_angle_magnitude_urad,far_field_los_angle_x_urad,far_field_los_angle_y_urad,far_field_los_angle_z_urad,far_field_los_angle_magnitude_urad,global_los_angle_x_urad,global_los_angle_y_urad,global_los_angle_z_urad,global_los_angle_magnitude_urad,stt_relative_los_angle_x_urad,stt_relative_los_angle_y_urad,stt_relative_los_angle_z_urad,stt_relative_los_angle_magnitude_urad
1.0,0.0,0.0,403.64770120504545,-338.9042831258849,-84.54653902845166,84.54653902845166,527.0555756361824,-72.23653665278107,-86.12138481112197,-54.8853276995942,-667.4844771623611,-807.2200580500066,-53.08782056090422,-595.2479405095801,-721.0986732388847,1.79750713868998,448.4552407383788,-376.52487905358265,0.17144155850523646,585.5621977997148,86.11940222353006,-72.23889986461232,0.006317504963604392,112.4055607743124,807.2021924188623,-667.5057815697106,0.5485698243434811,1047.4441979765836,721.0991031431686,-595.2472056814205,0.43715167175051306,935.0417918068804,721.0991031431686,-595.2472056814205,0.43715167175051306,935.0417918068804,1255.6566630297432,-1044.0300202920223,1.3333370582069293,1632.994898547436,1169.5537035439017,-971.7715526842679,1.1560985763159337,1520.5906142284484
2.0,0.0,0.0,403.64770120504545,-338.9042831258849,-84.54653902845166,84.54653902845166,527.0555756361824,-72.23653665278107,-86.12138481112197,-54.8853276995942,-667.4844771623611,-807.2200580500066,-53.08782056090422,-595.2479405095801,-721.0986732388847,1.79750713868998,448.4552407383788,-376.52487905358265,0.17144155850523646,585.5621977997148,86.11940222353006,-72.23889986461232,0.006317504963604392,112.4055607743124,807.2021924188623,-667.5057815697106,0.5485698243434811,1047.4441979765836,721.0991031431686,-595.2472056814205,0.43715167175051306,935.0417918068804,721.0991031431686,-595.2472056814205,0.43715167175051306,935.0417918068804,1255.6566630297432,-1044.0300202920223,1.3333370582069293,1632.994898547436,1169.5537035439017,-971.7715526842679,1.1560985763159337,1520.5906142284484
3.0,60.5,1.0083333333333333,408.3124085809687,-339.6391578007751,-85.33205311778147,85.33205311778147,531.1061857226027,-72.86882464541122,-87.18412573216483,-55.157477618195124,-668.4722611680627,-816.3424790836871,-53.35870810085908,-595.6034365226515,-729.1583533515222,1.7987695173360407,453.6373641017964,-377.3409993244055,0.17408655905715165,590.0619356308003,87.18211587007404,-72.87122887988923,0.006455468604116277,113.62630560767265,816.3244928215565,-668.4939163071547,0.5566350517183238,1055.1160096027588,729.1587813048867,-595.6026927364676,0.4432076461391432,941.4962007087223,729.1587813048867,-595.6026927364676,0.4432076461391432,941.4962007087223,1269.9610662895886,-1045.8342645313783,1.353286125049813,1645.1657724251613,1182.7954883414275,-972.9431515725581,1.1728124594823086,1531.542863726895
4.0,121.0,2.0166666666666666,412.8484297325486,-340.43570121866645,-86.10918223439512,86.10918223439512,535.1077392421794,-73.48857616307214,-88.21169467410073,-55.44273881241679,-669.5956108160317,-825.2570987679064,-53.644096624339,-596.1070346529596,-737.0454040938057,1.7986421880777925,458.67651168321066,-378.2256359520676,0.1767194026669472,594.5071690578881,88.20965723114442,-73.49102131294131,0.006590936907358014,114.81234185598335,825.2389831060458,-669.6176195375192,0.5647037272238364,1062.7356847462095,737.0458298026855,-596.1062825372834,0.44928972853242044,947.9342041038233,737.0458298026855,-596.1062825372834,0.44928972853242044,947.9342041038233,1283.9146836322602,-1047.8425934792044,1.3732064506610797,1657.22992235711,1195.7216676630069,-974.3313694261398,1.189536669388147,1542.4240415549218
5.0,181.5,3.025,417.25256687641377,-341.29038749597385,-86.87592708156444,86.87592708156444,539.0536459037339,-74.09285171888769,-89.20348045649007,-55.73859743890353,-670.8513246849179,-833.9459309354424,-53.94094478106126,-596.7584729660302,-744.7424504789524,1.7976526578422705,463.56913227811197,-379.17487235789724,0.17933497820088462,598.890577842655,89.20141529457216,-74.09533755290067,0.00672350575214864,115.96125015552836,833.9276781404466,-670.8736881956407,0.5727536029898062,1070.2835502248636,744.7428738135569,-596.7577129874851,0.45538096171693354,954.3383656262223,744.7428738135569,-596.7577129874851,0.45538096171693354,954.3383656262223,1297.4959787736254,-1050.0478875132978,1.3930491609137619,1669.16038204987,1208.3113155233184,-975.9320275853399,1.2062305063675893,1553.209437805644
6.0,242.0,4.033333333333333,421.5382368784049,-342.178325581699,-87.64098720348557,87.64098720348557,542.9369131385796,-74.67825344065204,-90.15807881951332,-56.04123725788668,-672.195281367749,-842.417823150754,-54.24339178716764,-597.5170279270969,-752.2597443312407,1.7978454707190394,468.3301280823619,-380.16105071130465,0.1819277831716093,603.2043877058294,90.15598603553603,-74.68077951610572,0.006852660328071636,117.06972557913068,842.3994285833596,-672.2179987085132,0.5807570861993128,1077.7355125749775,752.260165739681,-597.5162597932434,0.461460625267307,960.687794070477,752.260165739681,-597.5162597932434,0.461460625267307,960.687794070477,1310.7287045976552,-1052.3783652980806,1.4127559783139176,1680.9253287411989,1220.5895865411237,-977.6767439815218,1.2228461249153,1563.8704404441378
7.0,302.5,5.041666666666667,425.710080889985,-343.089694979426,-88.40699410939123,88.40699410939123,546.7537030258078,-75.2438572817482,-91.07579535339028,-56.34786793962121,-673.6101931892335,-850.6755111739039,-54.54816346173175,-598.3663359074853,-759.5997158205137,1.7997044778894633,472.9646544060829,-381.1732592213793,0.18449432592770876,607.4443331391891,91.07367517789552,-75.2464230303326,0.0069782192246847785,118.137371264425,850.6569717235684,-673.6332620616055,0.5886997008763828,1085.0802068500152,759.6001358860942,-598.3655591309034,0.46751696369806695,966.9714105350848,759.6001358860942,-598.3655591309034,0.46751696369806695,966.9714105350848,1323.62075372915,-1054.8058260588211,1.4322946410016968,1692.5091522323166,1232.5640663519837,-979.5382430255111,1.239355441495782,1574.3917388031614
8.0,363.0,6.05,429.7687064536149,-344.02380856590753,-89.17289471810363,89.17289471810363,550.5029717512936,-75.79020166303962,-91.95812162943184,-56.65691423928365,-675.0947795808315,-858.7187621742487,-54.85390647663735,-599.3045779177919,-766.7606405448169,1.8030077626463026,477.47338709847116,-382.2107348716624,0.18703295812105836,611.6092553570643,91.9559743431276,-75.79280647480626,0.007100225296596818,119.16564408721742,858.7000751890067,-675.1181970309509,0.5965753774317406,1092.3142400847514,766.7610597881525,-599.303792080818,0.4735438910996592,973.184236416671,766.7610597881525,-599.303792080818,0.4735438910996592,973.184236416671,1336.1725696657518,-1057.3282255611068,1.451651109873886,1703.907307483414,1244.2337063582204,-981.5139427865403,1.2557443562766224,1584.7672182129127
9.0,423.5,7.058333333333334,433.7110640335595,-344.95766226427804,-89.9449057669699,89.9449057669699,554.1670107647676,-76.31490734638646,-92.80220547225326,-56.96394509868696,-676.6076548956335,-866.5545028634369,-55.15836892300285,-600.292747549247,-773.7522973911837,1.8055761756841162,481.85293512798467,-383.24791742935287,0.18953062663751297,615.6794761118726,92.80003159968241,-76.31755031136713,0.00721810711201698,120.15079837616607,866.5356675690858,-676.631417112356,0.6043572514657924,1099.4153618141218,773.7527156507845,-600.2919530634313,0.47952196191580754,979.3077626005385,773.7527156507845,-600.2919530634313,0.47952196191580754,979.3077626005385,1348.3876900270795,-1059.878617152033,1.4707471044372866,1715.077854125774,1255.6048937801445,-983.5392775213137,1.2719473889699628,1594.9586702205786
10.0,484.0,8.066666666666666,437.54226680903224,-345.89176425470214,-90.72268471754796,90.72268471754796,557.7493593215655,-76.81915303692222,-93.61056436318904,-57.26864037569612,-678.1475385650992,-874.1890778765082,-55.46113607124425,-601.328385528177,-780.5785135133192,1.8075043044518748,486.10897966022196,-384.28537160756946,0.1919886120083092,619.6589279094345,93.60836441902218,-76.82183328204128,0.007332059959175297,121.09549933014935,874.1700936660518,-678.1716416223303,0.6120452513691532,1106.3860665070038,780.5789306542423,-601.3275827735807,0.4854492822170542,985.3417319821779,780.5789306542423,-601.3275827735807,0.4854492822170542,985.3417319821779,1360.278140783165,-1062.4562848595344,1.4895860981356535,1726.0272238670018,1266.6871369668447,-985.6123526374798,1.2879648357833062,1604.9697855812892
11.0,544.5,9.075,441.26732063887175,-346.8245331532671,-91.5065569415674,91.5065569415674,561.2522650829933,-77.30391371296719,-94.38538836548105,-57.5703706999775,-679.7079113312066,-881.6297049634159,-55.76101102633402,-602.4039976182394,-787.2443165979348,1.8093596736434847,490.24708225632986,-385.32134033205097,0.19440738741050012,623.5501078310651,94.3831628717106,-77.30663037939416,0.007442248262101714,122.00203495960268,881.6105718115823,-679.7323508675878,0.6196368265154462,1113.226512954988,787.2447326500416,-602.4031867557826,0.49132205492963266,991.2839494810545,787.2447326500416,-602.4031867557826,0.49132205492963266,991.2839494810545,1371.8567018316232,-1065.0529519226654,1.50816543764698,1736.7580720294704,1277.4910253362557,-987.723916612087,1.3037917776514973,1614.80087170592
12.0,605.0,10.083333333333334,444.89034462458227,-347.74060031850235,-92.30075488630973,92.30075488630973,564.6688798314035,-77.76835263939574,-95.12701217317954,-57.86688416264951,-681.2529172748327,-888.8862794265151,-56.05374099104665,-603.484564635437,-793.7592672533356,1.81314317160286,494.2718171296773,-386.338747257438,0.1967811478209569,627.3454047342019,95.12476177459905,-77.7711047522204,0.007548532576784339,122.87011449923475,888.8669997652877,-681.2776872087835,0.627112111795114,1119.921350077894,793.7596828226401,-603.483745033414,0.4971236557960168,997.1193833209005,793.7596828226401,-603.483745033414,0.4971236557960168,997.1193833209005,1383.1378451773473,-1067.6156844173574,1.5264379392698757,1747.247420480505,1288.0306943121775,-989.821873174991,1.3193860756155473,1624.429256725561
13.0,665.5,11.091666666666667,448.41594535682816,-348.64047984228813,-93.10504162840516,93.10504162840516,568.002679777938,-78.21371400495991,-95.83735663909465,-58.15792246721685,-682.7823235653341,-895.9653205238283,-56.339478760492064,-604.5686095603742,-800.1279638847336,1.8184437067247858,498.18830247725884,-387.3381636535546,0.19911123871896308,631.0486809650112,95.83508196709204,-78.21650061217294,0.007651091982197045,123.70199636082394,895.9458967632488,-682.8074179087686,0.6344727111473603,1126.4745979728712,800.1283794554012,-604.5677807296995,0.5028539389329012,1002.8497520099212,800.1283794554012,-604.5677807296995,0.5028539389329012,1002.8497520099212,1394.133208252967,-1070.1448208744794,1.544409862663798,1757.5031550464373,1298.315860375686,-991.9053167187888,1.3347510060546242,1633.86052973871
14.0,726.0,12.1,451.84464124758955,-349.5170155929372,-93.92032052346622,93.92032052346622,571.249266094195,-78.63946666475385,-96.51603613747284,-58.44236147822812,-684.2788425274193,-902.863743249327,-56.61823888658546,-605.6393758626655,-806.3477071118541,1.8241225916426629,501.9971139101771,-388.31163872099773,0.20139353584802677,634.6550489362974,96.51373789515229,-78.64228672936015,0.0077497553929717355,124.49703154901746,902.8441783149314,-684.3042550693481,0.6417001677805345,1132.8724216888586,806.3481228162453,-605.6385377684245,0.5084977960922998,1008.4618652182928,806.3481228162453,-605.6385377684245,0.5084977960922998,1008.4618652182928,1404.8402822175067,-1072.6151226354739,1.5620409299366145,1767.5065544000895,1308.3443994372662,-993.9495404006581,1.349851289300652,1643.0766130651182
15.0,786.5,13.108333333333333,455.17457238020137,-350.35925679949287,-94.74821592903027,94.74821592903027,574.4001220112964,-79.04422091087326,-97.16154454508796,-58.71890971320681,-685.7155822217464,-909.5733403228223,-56.89011231879704,-606.6713613108732,-812.4117957777344,1.8287973944097757,505.6961843176173,-389.24700555519496,0.20362095176640338,638.1550455548271,97.15922353996018,-79.04707326876141,0.007844177307703148,125.25316168163135,909.5536379163569,-685.7413064244453,0.6487646901920385,1139.0912867648424,812.4122113149832,-606.6705144929131,0.5140314892626563,1013.9342751129367,812.4122113149832,-606.6705144929131,0.5140314892626563,1013.9342751129367,1415.2487935173335,-1074.98753059225,1.579264916284906,1777.2246167778264,1318.1075428455815,-995.9168757114692,1.3646298899772091,1652.04658464382
