case_name,time_s,thermal_los_x_urad,thermal_los_y_urad,thermal_los_norm_urad,nonthermal_error_x_urad,nonthermal_error_y_urad,nonthermal_error_norm_urad,thermal_plus_nonthermal_error_x_urad,thermal_plus_nonthermal_error_y_urad,thermal_plus_nonthermal_error_norm_urad,no_correction_success,no_correction_acquisition_time_s,no_correction_residual_x_urad,no_correction_residual_y_urad,no_correction_residual_norm_urad,no_correction_pointing_error_x_urad,no_correction_pointing_error_y_urad,no_correction_pointing_error_norm_urad,no_correction_thermal_residual_norm_urad,no_correction_scan_index,bcase_correction_success,bcase_correction_acquisition_time_s,bcase_correction_residual_x_urad,bcase_correction_residual_y_urad,bcase_correction_residual_norm_urad,bcase_correction_pointing_error_x_urad,bcase_correction_pointing_error_y_urad,bcase_correction_pointing_error_norm_urad,bcase_correction_thermal_residual_norm_urad,bcase_correction_scan_index,thermal_truth_correction_success,thermal_truth_correction_acquisition_time_s,thermal_truth_correction_residual_x_urad,thermal_truth_correction_residual_y_urad,thermal_truth_correction_residual_norm_urad,thermal_truth_correction_pointing_error_x_urad,thermal_truth_correction_pointing_error_y_urad,thermal_truth_correction_pointing_error_norm_urad,thermal_truth_correction_thermal_residual_norm_urad,thermal_truth_correction_scan_index,thermal_plus_nonthermal_no_correction_success,thermal_plus_nonthermal_no_correction_acquisition_time_s,thermal_plus_nonthermal_no_correction_residual_x_urad,thermal_plus_nonthermal_no_correction_residual_y_urad,thermal_plus_nonthermal_no_correction_residual_norm_urad,thermal_plus_nonthermal_no_correction_pointing_error_x_urad,thermal_plus_nonthermal_no_correction_pointing_error_y_urad,thermal_plus_nonthermal_no_correction_pointing_error_norm_urad,thermal_plus_nonthermal_no_correction_thermal_residual_norm_urad,thermal_plus_nonthermal_no_correction_scan_index,bcase_correction_with_nonthermal_success,bcase_correction_with_nonthermal_acquisition_time_s,bcase_correction_with_nonthermal_residual_x_urad,bcase_correction_with_nonthermal_residual_y_urad,bcase_correction_with_nonthermal_residual_norm_urad,bcase_correction_with_nonthermal_pointing_error_x_urad,bcase_correction_with_nonthermal_pointing_error_y_urad,bcase_correction_with_nonthermal_pointing_error_norm_urad,bcase_correction_with_nonthermal_thermal_residual_norm_urad,bcase_correction_with_nonthermal_scan_index
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,0.0,28.45410561201044,-1257.3225558871973,1257.6444830193045,95.21094585553242,45.72471791207133,105.62137112745518,123.66505146754285,-1211.597837975126,1217.8925921198756,1.0,38.300000000000004,28.45410561201044,-57.32255588719727,63.99618378950653,28.45410561201044,-1257.3225558871973,1257.6444830193045,1257.6444830193045,382.0,1.0,0.1,3.990642155845567,-2.234346290948679,4.573568427813,3.990642155845567,-2.234346290948679,4.573568427813,4.573568427813,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.1,3.6650514675428525,-131.5978379751259,131.64886464374553,123.66505146754285,-1211.597837975126,1217.8925921198756,1257.6444830193045,310.0,1.0,0.1,99.20158801137798,43.49037162112268,108.31605369345084,99.20158801137798,43.49037162112268,108.31605369345084,4.573568427813,0.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,60.5,28.011929996925566,-1265.8441622631333,1266.1540630420163,71.16354409991834,-36.250301843898555,79.86447516032881,99.17547409684391,-1302.0944641070319,1305.8659074041684,1.0,38.300000000000004,28.011929996925566,-65.84416226313328,71.55502726074866,28.011929996925566,-1265.8441622631333,1266.1540630420163,1266.1540630420163,382.0,1.0,0.1,3.5484665407606926,-2.0625913591502467,4.104375458670834,3.5484665407606926,-2.0625913591502467,4.104375458670834,4.104375458670834,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.300000000000004,99.17547409684391,-102.09446410703185,142.33430459181574,99.17547409684391,-1302.0944641070319,1305.8659074041684,1266.1540630420163,382.0,1.0,0.1,74.71201064067904,-38.312893203048816,83.96286274038756,74.71201064067904,-38.312893203048816,83.96286274038756,4.104375458670834,0.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,121.0,27.566641597443,-1274.335348668293,1274.6334769628882,32.726512304850246,10.936118917186995,34.50540978760243,60.29315390229324,-1263.3992297511058,1264.8370954961642,1.0,38.300000000000004,27.566641597443,-74.33534866829291,79.2821782659795,27.566641597443,-1274.335348668293,1274.6334769628882,1274.6334769628882,382.0,1.0,0.1,3.103178141278125,-1.9062465047002206,3.6419075102462677,3.103178141278125,-1.9062465047002206,3.6419075102462677,3.6419075102462677,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.300000000000004,60.29315390229324,-63.39922975110585,87.4912952271203,60.29315390229324,-1263.3992297511058,1264.8370954961642,1274.6334769628882,382.0,1.0,0.1,35.82969044612837,9.029872412486839,36.95003806833186,35.82969044612837,9.029872412486839,36.95003806833186,3.6419075102462677,0.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,181.5,27.116588068888102,-1282.7747447441889,1283.0613216452348,-3.1297318504050935,-35.85661893633295,35.992948517742064,23.98685621848301,-1318.6313636805219,1318.8495147488204,1.0,38.300000000000004,27.116588068888102,-82.77474474418887,87.10320152533652,27.116588068888102,-1282.7747447441889,1283.0613216452348,1283.0613216452348,382.0,1.0,0.1,2.6531246127232286,-1.7585033951418154,3.1829867108367065,2.6531246127232286,-1.7585033951418154,3.1829867108367065,3.1829867108367065,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.300000000000004,23.98685621848301,-118.63136368052187,121.03210202234125,23.98685621848301,-1318.6313636805219,1318.8495147488204,1283.0613216452348,382.0,1.0,0.1,-0.47660723768186486,-37.61512233147482,37.618141666898254,-0.47660723768186486,-37.61512233147482,37.618141666898254,3.1829867108367065,0.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,242.0,26.67244701299104,-1291.1452056172257,1291.420675619687,-132.75420950618025,-12.400442588015437,133.3321083535,-106.0817624931892,-1303.5456482052412,1307.8549603409713,1.0,38.300000000000004,26.67244701299104,-91.14520561722566,94.96772049842598,26.67244701299104,-1291.1452056172257,1291.420675619687,1291.420675619687,382.0,1.0,0.1,2.2089835568261655,-1.6248349807167415,2.74220660579927,2.2089835568261655,-1.6248349807167415,2.74220660579927,2.74220660579927,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.1,13.918237506810797,-103.54564820524115,104.4768806843866,-106.0817624931892,-1303.5456482052412,1307.8549603409713,1291.420675619687,380.0,1.0,0.1,-130.54522594935406,-14.025277568732236,131.2964753108319,-130.54522594935406,-14.025277568732236,131.2964753108319,2.74220660579927,0.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,302.5,26.237997934790936,-1299.438909641061,1299.7037787222039,-70.16736180812529,-68.88565947627461,98.32951105641492,-43.92936387333435,-1368.3245691173356,1369.0295524423343,1.0,38.300000000000004,26.237997934790936,-99.43890964106095,102.84225438130564,26.237997934790936,-1299.438909641061,1299.7037787222039,1299.7037787222039,382.0,1.0,0.1,1.7745344786260624,-1.5176321413441656,2.3349903495033013,1.7745344786260624,-1.5176321413441656,2.3349903495033013,2.3349903495033013,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.300000000000004,76.07063612666565,-48.324569117335614,90.12217075221677,-43.92936387333435,-1368.3245691173356,1369.0295524423343,1299.7037787222039,462.0,1.0,0.1,-68.39282732949923,-70.40329161761883,98.15397241435608,-68.39282732949923,-70.40329161761883,98.15397241435608,2.3349903495033013,0.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,363.0,25.81260864681525,-1307.6531692661626,1307.907910312111,-33.2445074454293,-44.146961841812015,55.26437835669203,-7.43189879861405,-1351.8001311079747,1351.8205604233465,1.0,38.300000000000004,25.81260864681525,-107.65316926616265,110.70454199445797,25.81260864681525,-1307.6531692661626,1307.907910312111,1307.907910312111,382.0,1.0,0.1,1.3491451906503755,-1.4399584667787622,1.9732392484194312,1.3491451906503755,-1.4399584667787622,1.9732392484194312,1.9732392484194312,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.300000000000004,112.56810120138596,-31.80013110797472,116.97361132567401,-7.43189879861405,-1351.8001311079747,1351.8205604233465,1307.907910312111,462.0,1.0,0.1,-31.895362254778924,-45.586920308590834,55.63705093357651,-31.895362254778924,-45.586920308590834,55.63705093357651,1.9732392484194312,0.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,423.5,25.400374455989866,-1315.7945037415177,1316.039647996553,41.63656814756071,-35.39430756506451,54.647605758320736,67.03694260355057,-1351.1888113065822,1352.8507513668042,1.0,38.300000000000004,25.400374455989866,-115.7945037415177,118.54765336879875,25.400374455989866,-1315.7945037415177,1316.039647996553,1316.039647996553,382.0,1.0,0.1,0.9369109998249918,-1.3554089673164071,1.6477061905190487,0.9369109998249918,-1.3554089673164071,1.6477061905190487,1.6477061905190487,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.5,67.03694260355057,-31.188811306582238,73.93709234443376,67.03694260355057,-1351.1888113065822,1352.8507513668042,1316.039647996553,464.0,1.0,0.1,42.5734791473857,-36.749716532380944,56.24093519780088,42.5734791473857,-36.749716532380944,56.24093519780088,1.6477061905190487,0.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,484.0,25.00071325426445,-1323.862818483047,1324.0988625571351,-100.54192186608891,-23.51532514219678,103.2552592804355,-75.54120861182446,-1347.3781436252439,1349.4941037727965,1.0,38.300000000000004,25.00071325426445,-123.86281848304702,126.36072754533431,25.00071325426445,-1323.862818483047,1324.0988625571351,1324.0988625571351,382.0,1.0,0.1,0.5372497980995767,-1.2725205565568558,1.3812841533941544,0.5372497980995767,-1.2725205565568558,1.3812841533941544,1.3812841533941544,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.300000000000004,44.45879138817554,-27.378143625243865,52.21251650765162,-75.54120861182446,-1347.3781436252439,1349.4941037727965,1324.0988625571351,462.0,1.0,0.1,-100.00467206798933,-24.7878456987537,103.03092608441074,-100.00467206798933,-24.7878456987537,103.03092608441074,1.3812841533941544,0.0
08_LTAN06_800km_1213COLD_PY_ALL_HEAT_PY_0p5,544.5,24.61280825120573,-1331.8542699737743,1332.08167421423,-58.698277570934735,-33.31531801285937,67.49369010576065,-34.085469319729,-1365.1695879866336,1365.5950436283595,1.0,38.300000000000004,24.61280825120573,-131.8542699737743,134.13179652985932,24.61280825120573,-1331.8542699737743,1332.08167421423,1332.08167421423,382.0,1.0,0.1,0.1493447950408573,-1.207220288956023,1.2164229091368097,0.1493447950408573,-1.207220288956023,1.2164229091368097,1.2164229091368097,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.300000000000004,85.914530680271,-45.16958798663359,97.06491776586152,-34.085469319729,-1365.1695879866336,1365.5950436283595,1332.08167421423,462.0,1.0,0.1,-58.548932775893874,-34.5225383018153,67.96898689841157,-58.548932775893874,-34.5225383018153,67.96898689841157,1.2164229091368097,0.0
