split,model,rmse_x_urad,rmse_y_urad,rmse_norm_urad,mae_x_urad,mae_y_urad,mae_norm_urad,p95_error_norm_urad,max_error_norm_urad
train,no_correction,16.38617644425528,176.29190585253167,177.05180837139213,15.651673046336485,171.56853929744491,172.3311087108916,210.42943618367877,213.37687654644265
train,static_bias_correction,4.850969935265587,40.534829374983026,40.824065228389955,4.245314228576651,33.480377316981865,34.0204698139212,88.12022449966095,104.80354019920749
train,compo_local_my_correction,4.850969935265587,0.5520182806619262,4.882277490581169,4.245314228576651,0.4689532810944868,4.320970902446698,8.395738695958132,8.577065218233338
test,no_correction,17.245026131491652,182.20507807094154,183.0193470677724,16.622008985383655,177.41386134802895,178.23787416331413,218.82449363275856,220.62387595298506
test,static_bias_correction,4.694815800461353,41.918731687579886,42.18081746120593,3.966961359534183,36.36584539098605,36.85144558772722,82.23889486436238,99.70554286678357
test,compo_local_my_correction,4.694815800461353,0.5982779072003958,4.732782675604878,3.966961359534183,0.43656357392044753,4.071263793545087,8.438899107555413,8.619605021613246
all,no_correction,16.961689280709393,180.24255103189887,181.03888009414445,16.29641453407547,175.4524742147765,176.2558698088468,217.83523497599577,220.62387595298506
all,static_bias_correction,4.747785607514064,41.45951573332626,41.7304794247184,4.060362156123184,35.39763185120391,35.901516839705934,84.41315677352594,104.80354019920749
all,compo_local_my_correction,4.747785607514064,0.5831647911065693,4.783466248287331,4.060362156123184,0.4474318809788461,4.155052557661573,8.43469964097969,8.619605021613246
