feature,coef_dominant_axis_urad
intercept,-386.02865693022716
t_sunface_minus_opposite_c,172.02745458673664
t_prop_attach_minus_ref_c,147.98077741217435
t_pcdu_attach_minus_ref_c,-144.60929132351237
