feature,coef_dominant_axis_urad
intercept,-45.93033848962827
t_sunface_minus_opposite_c,-27.469318419158316
t_prop_attach_minus_ref_c,-2.6697441295405144
t_pcdu_attach_minus_ref_c,-2.8472030223461573
