case_name,time_s,thermal_los_x_urad,thermal_los_y_urad,thermal_los_norm_urad,nonthermal_error_x_urad,nonthermal_error_y_urad,nonthermal_error_norm_urad,thermal_plus_nonthermal_error_x_urad,thermal_plus_nonthermal_error_y_urad,thermal_plus_nonthermal_error_norm_urad,no_correction_success,no_correction_acquisition_time_s,no_correction_residual_x_urad,no_correction_residual_y_urad,no_correction_residual_norm_urad,no_correction_pointing_error_x_urad,no_correction_pointing_error_y_urad,no_correction_pointing_error_norm_urad,no_correction_thermal_residual_norm_urad,no_correction_scan_index,bcase_correction_success,bcase_correction_acquisition_time_s,bcase_correction_residual_x_urad,bcase_correction_residual_y_urad,bcase_correction_residual_norm_urad,bcase_correction_pointing_error_x_urad,bcase_correction_pointing_error_y_urad,bcase_correction_pointing_error_norm_urad,bcase_correction_thermal_residual_norm_urad,bcase_correction_scan_index,bcase_correction_with_nonthermal_success,bcase_correction_with_nonthermal_acquisition_time_s,bcase_correction_with_nonthermal_residual_x_urad,bcase_correction_with_nonthermal_residual_y_urad,bcase_correction_with_nonthermal_residual_norm_urad,bcase_correction_with_nonthermal_pointing_error_x_urad,bcase_correction_with_nonthermal_pointing_error_y_urad,bcase_correction_with_nonthermal_pointing_error_norm_urad,bcase_correction_with_nonthermal_thermal_residual_norm_urad,bcase_correction_with_nonthermal_scan_index,bcase_delta_b_success,bcase_delta_b_acquisition_time_s,bcase_delta_b_residual_x_urad,bcase_delta_b_residual_y_urad,bcase_delta_b_residual_norm_urad,bcase_delta_b_pointing_error_x_urad,bcase_delta_b_pointing_error_y_urad,bcase_delta_b_pointing_error_norm_urad,bcase_delta_b_thermal_residual_norm_urad,bcase_delta_b_scan_index,bcase_delta_b_with_nonthermal_success,bcase_delta_b_with_nonthermal_acquisition_time_s,bcase_delta_b_with_nonthermal_residual_x_urad,bcase_delta_b_with_nonthermal_residual_y_urad,bcase_delta_b_with_nonthermal_residual_norm_urad,bcase_delta_b_with_nonthermal_pointing_error_x_urad,bcase_delta_b_with_nonthermal_pointing_error_y_urad,bcase_delta_b_with_nonthermal_pointing_error_norm_urad,bcase_delta_b_with_nonthermal_thermal_residual_norm_urad,bcase_delta_b_with_nonthermal_scan_index,bcase_delta_b_slow_b_success,bcase_delta_b_slow_b_acquisition_time_s,bcase_delta_b_slow_b_residual_x_urad,bcase_delta_b_slow_b_residual_y_urad,bcase_delta_b_slow_b_residual_norm_urad,bcase_delta_b_slow_b_pointing_error_x_urad,bcase_delta_b_slow_b_pointing_error_y_urad,bcase_delta_b_slow_b_pointing_error_norm_urad,bcase_delta_b_slow_b_thermal_residual_norm_urad,bcase_delta_b_slow_b_scan_index,bcase_delta_b_slow_b_with_nonthermal_success,bcase_delta_b_slow_b_with_nonthermal_acquisition_time_s,bcase_delta_b_slow_b_with_nonthermal_residual_x_urad,bcase_delta_b_slow_b_with_nonthermal_residual_y_urad,bcase_delta_b_slow_b_with_nonthermal_residual_norm_urad,bcase_delta_b_slow_b_with_nonthermal_pointing_error_x_urad,bcase_delta_b_slow_b_with_nonthermal_pointing_error_y_urad,bcase_delta_b_slow_b_with_nonthermal_pointing_error_norm_urad,bcase_delta_b_slow_b_with_nonthermal_thermal_residual_norm_urad,bcase_delta_b_slow_b_with_nonthermal_scan_index
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,0.0,24.111886321903004,-1222.0690271548897,1222.3068723496972,110.51902705067087,-150.7636293548363,186.933483561585,134.63091337257387,-1372.832656509726,1379.4183504706193,1.0,378.70000000000005,-15.888113678096996,17.93097284511032,23.957294158986663,24.111886321903004,-1222.0690271548897,1222.3068723496972,1222.3068723496972,3786.0,1.0,0.1,1.4094614552250917,-0.33529481759069313,1.4487940531588366,1.4094614552250917,-0.33529481759069313,1.4487940531588366,1.4487940531588366,0.0,1.0,6.5,-8.071511494104044,8.901075827573095,12.01575834842145,111.92848850589596,-151.0989241724269,188.03954750338903,1.4487940531588366,64.0,1.0,0.1,1.4094614552250917,-0.33529481759069313,1.4487940531588366,1.4094614552250917,-0.33529481759069313,1.4487940531588366,1.4487940531588366,0.0,1.0,6.5,-8.071511494104044,8.901075827573095,12.01575834842145,111.92848850589596,-151.0989241724269,188.03954750338903,1.4487940531588366,64.0,1.0,0.1,1.4094614552250917,-0.33529481759069313,1.4487940531588366,1.4094614552250917,-0.33529481759069313,1.4487940531588366,1.4487940531588366,0.0,1.0,6.5,-8.071511494104044,8.901075827573095,12.01575834842145,111.92848850589596,-151.0989241724269,188.03954750338903,1.4487940531588366,64.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,60.5,23.669409362364785,-1230.598011653689,1230.825620153227,78.30947421187598,-85.8462312639348,116.19788799096757,101.97888357424077,-1316.4442429176238,1320.3882525249928,1.0,378.70000000000005,-16.330590637635215,9.4019883463111,18.843714480913487,23.669409362364785,-1230.598011653689,1230.825620153227,1230.825620153227,3786.0,1.0,0.1,0.966984495686873,-0.15915471447669916,0.9799945091881667,0.966984495686873,-0.15915471447669916,0.9799945091881667,0.9799945091881667,0.0,1.0,1.9000000000000001,-0.7235412924371474,-6.005385978411596,6.048815813989067,79.27645870756285,-86.0053859784116,116.9687279682372,0.9799945091881667,18.0,1.0,0.1,0.966984495686873,-0.15915471447669916,0.9799945091881667,0.966984495686873,-0.15915471447669916,0.9799945091881667,0.9799945091881667,0.0,1.0,1.9000000000000001,-0.7235412924371474,-6.005385978411596,6.048815813989067,79.27645870756285,-86.0053859784116,116.9687279682372,0.9799945091881667,18.0,1.0,0.1,0.966984495686873,-0.15915471447669916,0.9799945091881667,0.966984495686873,-0.15915471447669916,0.9799945091881667,0.9799945091881667,0.0,1.0,1.9000000000000001,-0.7235412924371474,-6.005385978411596,6.048815813989067,79.27645870756285,-86.0053859784116,116.9687279682372,0.9799945091881667,18.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,121.0,23.223202054518566,-1239.1105632986378,1239.3281668678123,52.852580130670106,-38.309133923779804,65.27622054361757,76.07578218518867,-1277.4196972224177,1279.6830105486677,1.0,378.5,23.223202054518566,0.8894367013622286,23.24022829730219,23.223202054518566,-1239.1105632986378,1239.3281668678123,1239.3281668678123,3784.0,1.0,0.1,0.520777187840654,-0.004955012537266157,0.5208007599115656,0.520777187840654,-0.004955012537266157,0.5208007599115656,0.5208007599115656,0.0,1.0,0.7000000000000001,13.373357318510756,1.6859110636828518,13.479205543473748,53.373357318510756,-38.31408893631715,65.70148158504072,0.5208007599115656,6.0,1.0,0.1,0.520777187840654,-0.004955012537266157,0.5208007599115656,0.520777187840654,-0.004955012537266157,0.5208007599115656,0.5208007599115656,0.0,1.0,0.7000000000000001,13.373357318510756,1.6859110636828518,13.479205543473748,53.373357318510756,-38.31408893631715,65.70148158504072,0.5208007599115656,6.0,1.0,0.1,0.520777187840654,-0.004955012537266157,0.5208007599115656,0.520777187840654,-0.004955012537266157,0.5208007599115656,0.5208007599115656,0.0,1.0,0.7000000000000001,13.373357318510756,1.6859110636828518,13.479205543473748,53.373357318510756,-38.31408893631715,65.70148158504072,0.5208007599115656,6.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,181.5,22.77165119669096,-1247.5846150544355,1247.7924185611755,114.5551760929829,-134.22133447625416,176.46034964909487,137.32682728967387,-1381.8059495306898,1388.6130993375582,1.0,378.5,22.77165119669096,-7.584615054435517,24.001551694582723,22.77165119669096,-1247.5846150544355,1247.7924185611755,1247.7924185611755,3784.0,1.0,0.1,0.06922633001304845,0.1459891900999537,0.16157081541267257,0.06922633001304845,0.1459891900999537,0.16157081541267257,0.16157081541267257,0.0,1.0,3.9000000000000004,-5.375597577004044,-14.075345286154288,15.066930484818647,114.62440242299596,-134.0753452861543,176.3943078572277,0.16157081541267257,38.0,1.0,0.1,0.06922633001304845,0.1459891900999537,0.16157081541267257,0.06922633001304845,0.1459891900999537,0.16157081541267257,0.16157081541267257,0.0,1.0,3.9000000000000004,-5.375597577004044,-14.075345286154288,15.066930484818647,114.62440242299596,-134.0753452861543,176.3943078572277,0.16157081541267257,38.0,1.0,0.1,0.06922633001304845,0.1459891900999537,0.16157081541267257,0.06922633001304845,0.1459891900999537,0.16157081541267257,0.16157081541267257,0.0,1.0,3.9000000000000004,-5.375597577004044,-14.075345286154288,15.066930484818647,114.62440242299596,-134.0753452861543,176.3943078572277,0.16157081541267257,38.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,242.0,22.32545533075468,-1256.0020879957844,1256.200489971842,40.21441966410246,-88.22480532694112,96.95780434754703,62.539874994857136,-1344.2268933227256,1345.680934210052,1.0,378.70000000000005,-17.67454466924532,-16.00208799578445,23.842322653004615,22.32545533075468,-1256.0020879957844,1256.200489971842,1256.200489971842,3786.0,1.0,0.1,-0.3769695359232337,0.2836996908081346,0.47179608474298446,-0.3769695359232337,0.2836996908081346,0.47179608474298446,0.47179608474298446,0.0,1.0,1.7000000000000002,-0.1625498718207723,-7.941105636132988,7.9427691131652605,39.83745012817923,-87.94110563613299,96.54356785006792,0.47179608474298446,16.0,1.0,0.1,-0.3769695359232337,0.2836996908081346,0.47179608474298446,-0.3769695359232337,0.2836996908081346,0.47179608474298446,0.47179608474298446,0.0,1.0,1.7000000000000002,-0.1625498718207723,-7.941105636132988,7.9427691131652605,39.83745012817923,-87.94110563613299,96.54356785006792,0.47179608474298446,16.0,1.0,0.1,-0.3769695359232337,0.2836996908081346,0.47179608474298446,-0.3769695359232337,0.2836996908081346,0.47179608474298446,0.47179608474298446,0.0,1.0,1.7000000000000002,-0.1625498718207723,-7.941105636132988,7.9427691131652605,39.83745012817923,-87.94110563613299,96.54356785006792,0.47179608474298446,16.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,302.5,21.88845218903412,-1264.3542455240488,1264.543697352495,66.04928150919149,-85.0054944770445,107.64962461229146,87.9377336982256,-1349.3597400010933,1352.222153695094,1.0,403.70000000000005,-18.11154781096588,15.645754475951207,23.93361228963673,21.88845218903412,-1264.3542455240488,1264.543697352495,1264.543697352495,4036.0,1.0,0.1,-0.8139726776437932,0.39526357865383943,0.9048672922372907,-0.8139726776437932,0.39526357865383943,0.9048672922372907,0.9048672922372907,0.0,1.0,1.9000000000000001,-14.764691168452316,-4.610230898390682,15.467719102577794,65.23530883154768,-84.61023089839068,106.83883512574624,0.9048672922372907,18.0,1.0,0.1,-0.8139726776437932,0.39526357865383943,0.9048672922372907,-0.8139726776437932,0.39526357865383943,0.9048672922372907,0.9048672922372907,0.0,1.0,1.9000000000000001,-14.764691168452316,-4.610230898390682,15.467719102577794,65.23530883154768,-84.61023089839068,106.83883512574624,0.9048672922372907,18.0,1.0,0.1,-0.8139726776437932,0.39526357865383943,0.9048672922372907,-0.8139726776437932,0.39526357865383943,0.9048672922372907,0.9048672922372907,0.0,1.0,1.9000000000000001,-14.764691168452316,-4.610230898390682,15.467719102577794,65.23530883154768,-84.61023089839068,106.83883512574624,0.9048672922372907,18.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,363.0,21.460040495479387,-1272.637605191217,1272.8185288896857,41.548195787004396,-51.63022688079566,66.27165986240034,63.00823628248378,-1324.2678320720127,1325.7659404661658,1.0,403.5,21.460040495479387,7.362394808782938,22.687842457757174,21.460040495479387,-1272.637605191217,1272.8185288896857,1272.8185288896857,4034.0,1.0,0.1,-1.2423843711985256,0.47783775717721255,1.3311077522058479,-1.2423843711985256,0.47783775717721255,1.3311077522058479,1.3311077522058479,0.0,1.0,0.7000000000000001,0.3058114158058629,-11.152389123618377,11.156581187202407,40.30581141580586,-51.15238912361838,65.12392300023531,1.3311077522058479,6.0,1.0,0.1,-1.2423843711985256,0.47783775717721255,1.3311077522058479,-1.2423843711985256,0.47783775717721255,1.3311077522058479,1.3311077522058479,0.0,1.0,0.7000000000000001,0.3058114158058629,-11.152389123618377,11.156581187202407,40.30581141580586,-51.15238912361838,65.12392300023531,1.3311077522058479,6.0,1.0,0.1,-1.2423843711985256,0.47783775717721255,1.3311077522058479,-1.2423843711985256,0.47783775717721255,1.3311077522058479,1.3311077522058479,0.0,1.0,0.7000000000000001,0.3058114158058629,-11.152389123618377,11.156581187202407,40.30581141580586,-51.15238912361838,65.12392300023531,1.3311077522058479,6.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,423.5,21.04434831099552,-1280.8582442323036,1281.0311106345912,92.5497894418803,-90.18972967701524,129.2271289820735,113.59413775287582,-1371.047973909319,1375.7456795835005,1.0,403.5,21.04434831099552,-0.8582442323036048,21.06184177598869,21.04434831099552,-1280.8582442323036,1281.0311106345912,1281.0311106345912,4034.0,1.0,0.1,-1.658076555682392,0.5711305392965187,1.753684109929926,-1.658076555682392,0.5711305392965187,1.753684109929926,1.753684109929926,0.0,1.0,1.9000000000000001,10.891712886197908,-9.618599137718775,14.53089326116925,90.89171288619791,-89.61859913771877,127.64324025499417,1.753684109929926,18.0,1.0,0.1,-1.658076555682392,0.5711305392965187,1.753684109929926,-1.658076555682392,0.5711305392965187,1.753684109929926,1.753684109929926,0.0,1.0,1.9000000000000001,10.891712886197908,-9.618599137718775,14.53089326116925,90.89171288619791,-89.61859913771877,127.64324025499417,1.753684109929926,18.0,1.0,0.1,-1.658076555682392,0.5711305392965187,1.753684109929926,-1.658076555682392,0.5711305392965187,1.753684109929926,1.753684109929926,0.0,1.0,1.9000000000000001,10.891712886197908,-9.618599137718775,14.53089326116925,90.89171288619791,-89.61859913771877,127.64324025499417,1.753684109929926,18.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,484.0,20.64085265878749,-1289.0151803962292,1289.1804296103803,-142.88648003502314,-100.99012594187091,174.9730028163031,-122.24562737623565,-1390.0053063381001,1395.3704687503907,1.0,403.5,20.64085265878749,-9.015180396229198,22.52372695755145,20.64085265878749,-1289.0151803962292,1289.1804296103803,1289.1804296103803,4034.0,1.0,0.1,-2.0615722078904213,0.6606302285899801,2.1648353903410382,-2.0615722078904213,0.6606302285899801,2.1648353903410382,2.1648353903410382,0.0,1.0,6.9,15.051947757086452,19.67050428671905,24.768727665665278,-144.94805224291355,-100.32949571328095,176.2837075826795,2.1648353903410382,68.0,1.0,0.1,-2.0615722078904213,0.6606302285899801,2.1648353903410382,-2.0615722078904213,0.6606302285899801,2.1648353903410382,2.1648353903410382,0.0,1.0,6.9,15.051947757086452,19.67050428671905,24.768727665665278,-144.94805224291355,-100.32949571328095,176.2837075826795,2.1648353903410382,68.0,1.0,0.1,-2.0615722078904213,0.6606302285899801,2.1648353903410382,-2.0615722078904213,0.6606302285899801,2.1648353903410382,2.1648353903410382,0.0,1.0,6.9,15.051947757086452,19.67050428671905,24.768727665665278,-144.94805224291355,-100.32949571328095,176.2837075826795,2.1648353903410382,68.0
16_LTAN06_800km_1213COLD_PY_STTLCT_HEAT_PY_0p5,544.5,20.24873128910448,-1297.104038111307,1297.2620771468953,-28.375404706033123,-42.005041397105714,50.69109482940501,-8.126673416928643,-1339.1090795084128,1339.1337385200532,0.0,nan,nan,nan,nan,20.24873128910448,-1297.104038111307,1297.2620771468953,1297.2620771468953,nan,1.0,0.1,-2.453693577573432,0.7329302710923002,2.5608199770597975,-2.453693577573432,0.7329302710923002,2.5608199770597975,2.5608199770597975,0.0,1.0,0.30000000000000004,9.170901716393445,-1.2721111260134421,9.25870968378831,-30.829098283606555,-41.27211112601344,51.51524490651554,2.5608199770597975,2.0,1.0,0.1,-2.453693577573432,0.7329302710923002,2.5608199770597975,-2.453693577573432,0.7329302710923002,2.5608199770597975,2.5608199770597975,0.0,1.0,0.30000000000000004,9.170901716393445,-1.2721111260134421,9.25870968378831,-30.829098283606555,-41.27211112601344,51.51524490651554,2.5608199770597975,2.0,1.0,0.1,-2.453693577573432,0.7329302710923002,2.5608199770597975,-2.453693577573432,0.7329302710923002,2.5608199770597975,2.5608199770597975,0.0,1.0,0.30000000000000004,9.170901716393445,-1.2721111260134421,9.25870968378831,-30.829098283606555,-41.27211112601344,51.51524490651554,2.5608199770597975,2.0
