feature,coef_dominant_axis_urad
intercept,9.176966480742507
t_sunface_minus_opposite_c,26.087084748593092
t_prop_attach_minus_py_center_c,-19.25472802151165
t_pcdu_attach_minus_my_center_c,-74.1306493219086
